Activity,Timestamp,Value
Clean Cycle Complete,9/29 2:13 pm,-
Clean Cycle In Progress,9/29 2:11 pm,-
Weight Recorded,9/29 2:04 pm,10.6 lbs
Cat Detected,9/29 2:03 pm,-
Cat Detected,9/29 10:30 am,-
Clean Cycle Complete,9/29 10:28 am,-
Clean Cycle In Progress,9/29 10:26 am,-
Clean Cycle Complete,9/29 12:54 am,-
Clean Cycle In Progress,9/29 12:52 am,-
Weight Recorded,9/29 12:45 am,10.8 lbs
Cat Detected,9/29 12:44 am,-
Clean Cycle Complete,9/28 12:10 pm,-
Clean Cycle In Progress,9/28 12:08 pm,-
Cat Detected,9/28 12:00 pm,-
Clean Cycle Complete,9/28 8:01 am,-
Clean Cycle In Progress,9/28 7:59 am,-
Weight Recorded,9/28 7:52 am,10.8 lbs
Cat Detected,9/28 7:49 am,-
Clean Cycle Complete,9/28 12:45 am,-
Clean Cycle In Progress,9/28 12:43 am,-
Weight Recorded,9/28 12:36 am,10.8 lbs
Cat Detected,9/28 12:35 am,-
Clean Cycle Complete,9/28 12:24 am,-
Clean Cycle In Progress,9/28 12:21 am,-
Weight Recorded,9/28 12:14 am,14.6 lbs
Cat Detected,9/28 12:14 am,-
Clean Cycle Complete,9/27 1:57 am,-
Clean Cycle In Progress,9/27 1:55 am,-
Weight Recorded,9/27 1:48 am,10.8 lbs
Cat Detected,9/27 1:47 am,-
Clean Cycle Complete,9/27 1:02 am,-
Clean Cycle In Progress,9/27 1:00 am,-
Weight Recorded,9/27 12:53 am,14.7 lbs
Cat Detected,9/27 12:52 am,-
Clean Cycle Complete,9/26 8:10 pm,-
Clean Cycle In Progress,9/26 8:08 pm,-
Clean Cycle Complete,9/26 3:10 pm,-
Clean Cycle In Progress,9/26 3:08 pm,-
Weight Recorded,9/26 3:01 pm,10.6 lbs
Cat Detected,9/26 3:00 pm,-
Clean Cycle In Progress,9/26 10:50 am,-
Weight Recorded,9/26 10:43 am,14.5 lbs
Cat Detected,9/26 10:42 am,-
Clean Cycle Complete,9/25 9:05 pm,-
Clean Cycle In Progress,9/25 9:02 pm,-
Weight Recorded,9/25 8:55 pm,14.6 lbs
Cat Detected,9/25 8:55 pm,-
Clean Cycle Complete,9/25 5:37 pm,-
Clean Cycle In Progress,9/25 5:35 pm,-
Weight Recorded,9/25 5:28 pm,14.5 lbs
Cat Detected,9/25 5:26 pm,-
Clean Cycle Complete,9/25 2:56 pm,-
Clean Cycle In Progress,9/25 2:54 pm,-
Weight Recorded,9/25 2:47 pm,10.7 lbs
Cat Detected,9/25 2:46 pm,-
Clean Cycle Complete,9/25 12:44 pm,-
Clean Cycle Complete,9/23 7:55 pm,-
Clean Cycle In Progress,9/23 7:53 pm,-
Weight Recorded,9/23 7:46 pm,12.2 lbs
Cat Detected,9/23 7:44 pm,-
Clean Cycle Complete,9/23 8:20 am,-
Clean Cycle In Progress,9/23 8:18 am,-
Weight Recorded,9/23 8:11 am,10.6 lbs
Cat Detected,9/23 8:10 am,-
Clean Cycle Complete,9/23 12:45 am,-
Clean Cycle In Progress,9/23 12:43 am,-
Weight Recorded,9/23 12:35 am,14.6 lbs
Cat Detected,9/23 12:33 am,-
Clean Cycle Complete,9/22 7:04 pm,-
Clean Cycle In Progress,9/22 7:02 pm,-
Weight Recorded,9/22 6:55 pm,10.7 lbs
Cat Detected,9/22 6:54 pm,-
Clean Cycle Complete,9/22 12:27 pm,-
Clean Cycle In Progress,9/22 12:25 pm,-
Weight Recorded,9/22 12:18 pm,10.6 lbs
Cat Detected,9/22 12:17 pm,-
Clean Cycle Complete,9/22 9:36 am,-
Clean Cycle In Progress,9/22 9:33 am,-
Cat Detected,9/22 9:26 am,-
Clean Cycle Complete,9/22 2:41 am,-
Clean Cycle In Progress,9/22 2:39 am,-
Weight Recorded,9/22 2:32 am,13.6 lbs
Cat Detected,9/22 2:32 am,-
Clean Cycle Complete,9/22 1:43 am,-
Clean Cycle In Progress,9/22 1:41 am,-
Weight Recorded,9/22 1:34 am,10.1 lbs
Cat Detected,9/22 1:33 am,-
Clean Cycle Complete,9/22 12:57 am,-
Clean Cycle In Progress,9/22 12:55 am,-
Weight Recorded,9/22 12:48 am,10.6 lbs
Cat Detected,9/22 12:47 am,-
Clean Cycle Complete,9/22 12:13 am,-
Clean Cycle In Progress,9/22 12:11 am,-
Weight Recorded,9/22 12:04 am,14.6 lbs
Cat Detected,9/22 12:02 am,-
Clean Cycle Complete,9/21 1:41 pm,-
Clean Cycle In Progress,9/21 1:38 pm,-
Weight Recorded,9/21 1:31 pm,14.6 lbs
Cat Detected,9/21 1:31 pm,-
Clean Cycle Complete,9/21 1:53 am,-
Clean Cycle In Progress,9/21 1:51 am,-
Cat Detected,9/21 1:00 am,-
Clean Cycle Complete,9/20 10:51 am,-
Clean Cycle In Progress,9/20 10:49 am,-
Weight Recorded,9/20 10:42 am,14.5 lbs
Cat Detected,9/20 10:40 am,-
Clean Cycle Complete,9/20 1:42 am,-
Clean Cycle In Progress,9/20 1:40 am,-
Weight Recorded,9/20 1:33 am,14.3 lbs
Cat Detected,9/20 1:32 am,-
Clean Cycle Complete,9/19 11:05 pm,-
Clean Cycle In Progress,9/19 11:03 pm,-
Clean Cycle Complete,9/19 4:42 pm,-
Clean Cycle In Progress,9/19 4:40 pm,-
Weight Recorded,9/19 4:33 pm,10.7 lbs
Cat Detected,9/19 4:31 pm,-
Clean Cycle Complete,9/19 4:27 pm,-
Clean Cycle In Progress,9/19 4:24 pm,-
Weight Recorded,9/19 4:17 pm,14.5 lbs
Cat Detected,9/19 4:16 pm,-
Clean Cycle In Progress,9/19 11:19 am,-
Weight Recorded,9/19 11:12 am,10.6 lbs
Cat Detected,9/19 11:11 am,-
Clean Cycle Complete,9/18 10:27 pm,-
Clean Cycle In Progress,9/18 10:25 pm,-
Weight Recorded,9/18 10:18 pm,14.5 lbs
Cat Detected,9/18 10:17 pm,-
Clean Cycle Complete,9/18 12:58 am,-
Clean Cycle In Progress,9/18 12:56 am,-
Weight Recorded,9/18 12:49 am,14.6 lbs
Cat Detected,9/18 12:48 am,-
Clean Cycle Complete,9/17 11:12 pm,-
Clean Cycle In Progress,9/17 11:09 pm,-
Clean Cycle Complete,9/17 3:40 pm,-
Cycle Interrupted,9/17 3:38 pm,-
Cat Detected,9/16 5:49 pm,-
Clean Cycle Complete,9/16 2:17 pm,-
Clean Cycle In Progress,9/16 2:15 pm,-
Weight Recorded,9/16 2:08 pm,10.5 lbs
Cat Detected,9/16 2:06 pm,-
Clean Cycle Complete,9/16 12:16 pm,-
Clean Cycle In Progress,9/16 12:14 pm,-
Weight Recorded,9/16 12:07 pm,14.4 lbs
Cat Detected,9/16 12:06 pm,-
Clean Cycle Complete,9/16 9:10 am,-
Clean Cycle In Progress,9/16 9:08 am,-
Weight Recorded,9/16 9:01 am,18.1 lbs
Cat Detected,9/16 9:00 am,-
Clean Cycle Complete,9/16 7:27 am,-
Clean Cycle In Progress,9/16 7:25 am,-
Weight Recorded,9/16 7:18 am,10.5 lbs
Cat Detected,9/16 7:17 am,-
Clean Cycle Complete,9/16 12:58 am,-
Clean Cycle In Progress,9/16 12:56 am,-
Weight Recorded,9/16 12:49 am,14.8 lbs
Cat Detected,9/16 12:48 am,-
Clean Cycle Complete,9/15 3:16 pm,-
Cycle Interrupted,9/15 3:14 pm,-
Clean Cycle In Progress,9/15 3:11 pm,-
Weight Recorded,9/15 3:04 pm,10.6 lbs
Cat Detected,9/15 3:03 pm,-
Clean Cycle Complete,9/15 7:31 am,-
Clean Cycle In Progress,9/15 7:29 am,-
Weight Recorded,9/15 7:22 am,10.7 lbs
Cat Detected,9/15 7:21 am,-
Clean Cycle Complete,9/13 9:30 pm,-
Clean Cycle In Progress,9/13 9:27 pm,-
Weight Recorded,9/13 9:20 pm,14.5 lbs
Cat Detected,9/13 9:20 pm,-
Clean Cycle Complete,9/13 1:23 pm,-
Clean Cycle In Progress,9/13 1:21 pm,-
Weight Recorded,9/13 1:14 pm,10.6 lbs
Cat Detected,9/13 1:13 pm,-
Clean Cycle In Progress,9/13 12:17 pm,-
Weight Recorded,9/13 12:10 pm,14.4 lbs
Cat Detected,9/13 12:09 pm,-
Clean Cycle Complete,9/13 2:43 am,-
Clean Cycle In Progress,9/13 2:41 am,-
Weight Recorded,9/13 2:34 am,14.7 lbs
Cat Detected,9/13 2:33 am,-
Clean Cycle Complete,9/13 2:32 am,-
Clean Cycle In Progress,9/13 2:30 am,-
Weight Recorded,9/13 2:23 am,18.4 lbs
Cat Detected,9/13 2:23 am,-
Clean Cycle Complete,9/13 2:13 am,-
Clean Cycle In Progress,9/13 2:11 am,-
Cat Detected,9/13 2:11 am,-
Clean Cycle Complete,9/12 6:59 pm,-
Clean Cycle In Progress,9/12 6:57 pm,-
Weight Recorded,9/12 6:50 pm,14.2 lbs
Weight Recorded,9/12 6:48 pm,14.4 lbs
Cat Detected,9/12 6:48 pm,-
Clean Cycle Complete,9/12 9:36 am,-
Clean Cycle In Progress,9/12 9:34 am,-
Weight Recorded,9/12 9:27 am,14.4 lbs
Cat Detected,9/12 9:26 am,-
Clean Cycle Complete,9/11 5:37 pm,-
Cycle Interrupted,9/11 5:34 pm,-
Clean Cycle In Progress,9/11 5:34 pm,-
Weight Recorded,9/11 5:27 pm,14.4 lbs
Cat Detected,9/11 5:26 pm,-
Clean Cycle Complete,9/11 12:42 pm,-
Clean Cycle In Progress,9/11 12:40 pm,-
Weight Recorded,9/11 12:33 pm,10.7 lbs
Cat Detected,9/11 12:32 pm,-
Clean Cycle Complete,9/11 1:26 am,-
Clean Cycle In Progress,9/11 1:24 am,-
Clean Cycle Complete,9/11 1:06 am,-
Clean Cycle In Progress,9/11 1:03 am,-
Weight Recorded,9/11 12:56 am,14.4 lbs
Cat Detected,9/11 12:56 am,-
Clean Cycle Complete,9/10 3:24 pm,-
Clean Cycle In Progress,9/10 3:22 pm,-
Weight Recorded,9/10 3:15 pm,10.6 lbs
Cat Detected,9/10 3:14 pm,-
Clean Cycle Complete,9/10 3:14 pm,-
Clean Cycle In Progress,9/10 3:11 pm,-
Weight Recorded,9/10 3:04 pm,14.7 lbs
Cat Detected,9/10 3:02 pm,-
Clean Cycle Complete,9/10 11:59 am,-
Clean Cycle In Progress,9/10 11:56 am,-
Weight Recorded,9/10 11:49 am,10.7 lbs
Cat Detected,9/10 11:48 am,-
Clean Cycle Complete,9/10 1:17 am,-
Clean Cycle In Progress,9/10 1:15 am,-
Cat Detected,9/10 1:08 am,-
Clean Cycle Complete,9/9 4:16 pm,-
Clean Cycle In Progress,9/9 4:13 pm,-
Weight Recorded,9/9 4:07 pm,14.4 lbs
Weight Recorded,9/9 4:00 pm,10.6 lbs
Cat Detected,9/9 3:59 pm,-
Weight Recorded,9/9 10:17 am,14.4 lbs
Cat Detected,9/9 10:16 am,-
