Activity,Timestamp,Value
Weight Recorded,8/26 10:32 am,14.4 lbs
Cat Detected,8/26 10:31 am,-
Clean Cycle Complete,8/26 9:57 am,-
Clean Cycle In Progress,8/26 9:55 am,-
Weight Recorded,8/26 9:48 am,10.5 lbs
Weight Recorded,8/26 9:42 am,18.4 lbs
Cat Detected,8/26 9:41 am,-
Clean Cycle Complete,8/25 11:56 pm,-
Clean Cycle In Progress,8/25 11:54 pm,-
Weight Recorded,8/25 11:47 pm,14.5 lbs
Cat Detected,8/25 11:46 pm,-
Clean Cycle Complete,8/25 2:38 pm,-
Clean Cycle In Progress,8/25 2:36 pm,-
Weight Recorded,8/25 2:29 pm,10.5 lbs
Cat Detected,8/25 2:28 pm,-
Clean Cycle Complete,8/25 12:33 pm,-
Clean Cycle In Progress,8/25 12:30 pm,-
Weight Recorded,8/25 12:23 pm,14.3 lbs
Cat Detected,8/25 12:23 pm,-
Clean Cycle Complete,8/25 10:58 am,-
Cat Detected,8/25 10:48 am,-
Clean Cycle Complete,8/24 3:52 pm,-
Clean Cycle In Progress,8/24 3:50 pm,-
Weight Recorded,8/24 3:43 pm,10.5 lbs
Cat Detected,8/24 3:43 pm,-
Clean Cycle Complete,8/24 3:42 pm,-
Clean Cycle In Progress,8/24 3:40 pm,-
Weight Recorded,8/24 3:39 pm,14.5 lbs
Cat Detected,8/24 3:39 pm,-
Clean Cycle Complete,8/24 1:38 pm,-
Clean Cycle In Progress,8/24 1:36 pm,-
Weight Recorded,8/24 1:29 pm,10.5 lbs
Cat Detected,8/24 1:28 pm,-
Clean Cycle Complete,8/24 9:57 am,-
Clean Cycle In Progress,8/24 9:55 am,-
Weight Recorded,8/24 9:48 am,14.2 lbs
Cat Detected,8/24 9:48 am,-
Clean Cycle Complete,8/24 3:21 am,-
Clean Cycle In Progress,8/24 3:19 am,-
Weight Recorded,8/24 3:12 am,14.4 lbs
Cat Detected,8/24 3:11 am,-
Clean Cycle Complete,8/23 4:03 pm,-
Clean Cycle In Progress,8/23 4:00 pm,-
Weight Recorded,8/23 3:53 pm,14.5 lbs
Cat Detected,8/23 3:53 pm,-
Clean Cycle Complete,8/23 8:05 am,-
Clean Cycle In Progress,8/23 8:02 am,-
Weight Recorded,8/23 7:55 am,10.5 lbs
Cat Detected,8/23 7:54 am,-
Clean Cycle Complete,8/23 1:34 am,-
Clean Cycle In Progress,8/23 1:32 am,-
Weight Recorded,8/23 1:25 am,14.6 lbs
Cat Detected,8/23 1:24 am,-
Clean Cycle Complete,8/22 3:55 pm,-
Clean Cycle In Progress,8/22 3:53 pm,-
Cat Detected,8/22 3:53 pm,-
Clean Cycle Complete,8/22 3:52 pm,-
Clean Cycle Complete,8/22 11:00 am,-
Clean Cycle In Progress,8/22 10:58 am,-
Weight Recorded,8/22 10:51 am,10.5 lbs
Cat Detected,8/22 10:50 am,-
Clean Cycle In Progress,8/22 10:39 am,-
Weight Recorded,8/22 10:32 am,14.7 lbs
Cat Detected,8/22 10:29 am,-
Clean Cycle Complete,8/22 1:24 am,-
Clean Cycle In Progress,8/22 1:22 am,-
Weight Recorded,8/22 1:15 am,14.6 lbs
Cat Detected,8/22 1:13 am,-
Clean Cycle Complete,8/21 3:47 pm,-
Clean Cycle In Progress,8/21 3:45 pm,-
Cat Detected,8/21 3:37 pm,-
Clean Cycle Complete,8/21 3:27 pm,-
Clean Cycle In Progress,8/21 3:24 pm,-
Weight Recorded,8/21 3:17 pm,14.5 lbs
Cat Detected,8/21 3:16 pm,-
Clean Cycle Complete,8/21 3:09 pm,-
Clean Cycle In Progress,8/21 3:07 pm,-
Weight Recorded,8/21 3:00 pm,10.3 lbs
Cat Detected,8/21 2:59 pm,-
Clean Cycle Complete,8/21 1:50 pm,-
Clean Cycle In Progress,8/21 1:48 pm,-
Cat Detected,8/21 1:40 pm,-
Clean Cycle Complete,8/21 1:07 pm,-
Clean Cycle In Progress,8/21 1:04 pm,-
Weight Recorded,8/21 12:57 pm,18.6 lbs
Cat Detected,8/21 12:56 pm,-
Clean Cycle In Progress,8/21 12:12 pm,-
Weight Recorded,8/21 12:05 pm,18.5 lbs
Cat Detected,8/21 12:04 pm,-
Clean Cycle Complete,8/21 11:08 am,-
Clean Cycle In Progress,8/21 11:06 am,-
Weight Recorded,8/21 10:59 am,14.3 lbs
Cat Detected,8/21 10:58 am,-
Clean Cycle Complete,8/21 8:20 am,-
Clean Cycle In Progress,8/21 8:18 am,-
Weight Recorded,8/21 8:11 am,10.5 lbs
Cat Detected,8/21 8:09 am,-
Clean Cycle Complete,8/20 3:09 pm,-
Clean Cycle In Progress,8/20 3:07 pm,-
Weight Recorded,8/20 3:00 pm,10.3 lbs
Cat Detected,8/20 3:00 pm,-
Clean Cycle Complete,8/20 2:30 pm,-
Clean Cycle In Progress,8/20 2:28 pm,-
Weight Recorded,8/20 2:21 pm,10.3 lbs
Cat Detected,8/20 2:20 pm,-
Clean Cycle Complete,8/20 12:53 pm,-
Clean Cycle In Progress,8/20 12:50 pm,-
Weight Recorded,8/20 12:43 pm,14.3 lbs
Clean Cycle Complete,8/20 7:40 am,-
Clean Cycle In Progress,8/20 7:37 am,-
Weight Recorded,8/20 7:30 am,18.9 lbs
Cat Detected,8/20 7:29 am,-
Clean Cycle Complete,8/20 4:08 am,-
Clean Cycle In Progress,8/20 4:06 am,-
Weight Recorded,8/20 3:59 am,14.6 lbs
Cat Detected,8/20 3:57 am,-
Clean Cycle Complete,8/19 9:40 pm,-
Clean Cycle In Progress,8/19 9:38 pm,-
Weight Recorded,8/19 9:31 pm,10.4 lbs
Cat Detected,8/19 9:30 pm,-
Clean Cycle Complete,8/19 10:48 am,-
Clean Cycle In Progress,8/19 10:45 am,-
Weight Recorded,8/19 10:38 am,14.4 lbs
Cat Detected,8/19 10:36 am,-
Clean Cycle Complete,8/18 2:08 pm,-
Clean Cycle In Progress,8/18 2:06 pm,-
Weight Recorded,8/18 1:59 pm,10.5 lbs
Cat Detected,8/18 1:57 pm,-
Clean Cycle Complete,8/17 11:36 pm,-
Clean Cycle In Progress,8/17 11:34 pm,-
Weight Recorded,8/17 11:27 pm,14.4 lbs
Cat Detected,8/17 11:26 pm,-
Clean Cycle Complete,8/17 5:31 pm,-
Clean Cycle In Progress,8/17 5:29 pm,-
Weight Recorded,8/17 5:22 pm,10.4 lbs
Cat Detected,8/17 5:21 pm,-
Clean Cycle Complete,8/17 12:01 am,-
Clean Cycle In Progress,8/16 11:59 pm,-
Weight Recorded,8/16 11:50 pm,14.4 lbs
Cat Detected,8/16 11:50 pm,-
Clean Cycle Complete,8/16 11:36 pm,-
Clean Cycle In Progress,8/16 11:34 pm,-
Cat Detected,8/16 2:18 pm,-
Clean Cycle Complete,8/16 1:10 am,-
Clean Cycle In Progress,8/16 1:08 am,-
Weight Recorded,8/16 12:59 am,14.4 lbs
Cat Detected,8/16 12:58 am,-
Clean Cycle Complete,8/15 3:57 pm,-
Clean Cycle In Progress,8/15 3:55 pm,-
Weight Recorded,8/15 3:48 pm,10.5 lbs
Cat Detected,8/15 3:47 pm,-
Clean Cycle Complete,8/14 3:11 pm,-
Clean Cycle In Progress,8/14 3:09 pm,-
Weight Recorded,8/14 3:02 pm,14.4 lbs
Cat Detected,8/14 3:01 pm,-
Clean Cycle Complete,8/14 12:00 pm,-
Clean Cycle In Progress,8/14 11:58 am,-
Weight Recorded,8/14 11:51 am,18.4 lbs
