Activity,Timestamp,Value
Clean Cycle Complete,11/29 10:18 am,-
Clean Cycle In Progress,11/29 10:16 am,-
Cat detected,11/29 10:09 am,-
Clean Cycle Complete,11/29 2:46 am,-
Clean Cycle In Progress,11/29 2:44 am,-
Weight recorded,11/29 2:37 am,10.3 lbs
Cat detected,11/29 2:36 am,-
Clean Cycle Complete,11/29 2:33 am,-
Clean Cycle In Progress,11/29 2:30 am,-
Weight recorded,11/29 2:23 am,10.4 lbs
Cat detected,11/29 2:22 am,-
Clean Cycle Complete,11/29 12:08 am,-
Clean Cycle In Progress,11/29 12:05 am,-
Weight recorded,11/28 11:58 pm,19.4 lbs
Cat detected,11/28 11:58 pm,-
Clean Cycle Complete,11/28 12:48 pm,-
Clean Cycle In Progress,11/28 12:46 pm,-
Weight recorded,11/28 12:39 pm,14.8 lbs
Cat detected,11/28 12:38 pm,-
Clean Cycle Complete,11/28 12:19 pm,-
Clean Cycle In Progress,11/28 12:17 pm,-
Weight recorded,11/28 12:10 pm,14.9 lbs
Cat detected,11/28 12:09 pm,-
Clean Cycle Complete,11/28 11:50 am,-
Clean Cycle In Progress,11/28 11:47 am,-
Weight recorded,11/28 11:40 am,19.2 lbs
Cat detected,11/28 11:40 am,-
Clean Cycle Complete,11/28 4:05 am,-
Clean Cycle In Progress,11/28 4:03 am,-
Weight recorded,11/28 3:56 am,10.4 lbs
Cat detected,11/28 3:55 am,-
Clean Cycle Complete,11/28 3:14 am,-
Clean Cycle In Progress,11/28 3:12 am,-
Cat detected,11/28 3:08 am,-
Clean Cycle Complete,11/27 11:11 pm,-
Clean Cycle In Progress,11/27 11:09 pm,-
Cat detected,11/27 11:09 pm,-
Clean Cycle Complete,11/27 7:24 pm,-
Clean Cycle In Progress,11/27 7:22 pm,-
Weight recorded,11/27 7:15 pm,10.4 lbs
Cat detected,11/27 7:14 pm,-
Clean Cycle Complete,11/27 2:50 pm,-
Clean Cycle In Progress,11/27 2:48 pm,-
Weight recorded,11/27 2:41 pm,15.2 lbs
Cat detected,11/27 2:40 pm,-
Clean Cycle Complete,11/27 11:49 am,-
Clean Cycle In Progress,11/27 11:47 am,-
Weight recorded,11/27 11:40 am,10.4 lbs
Cat detected,11/27 11:39 am,-
Clean Cycle Complete,11/27 11:32 am,-
Clean Cycle In Progress,11/27 11:30 am,-
Weight recorded,11/27 11:23 am,19.3 lbs
Cat detected,11/27 11:22 am,-
Clean Cycle Complete,11/27 11:13 am,-
Clean Cycle In Progress,11/27 11:10 am,-
Weight recorded,11/27 11:04 am,19.4 lbs
Cat detected,11/27 11:03 am,-
Clean Cycle Complete,11/27 2:06 am,-
Clean Cycle In Progress,11/27 2:04 am,-
Weight recorded,11/27 1:57 am,10.3 lbs
Cat detected,11/27 1:56 am,-
Clean Cycle Complete,11/27 1:43 am,-
Clean Cycle In Progress,11/27 1:41 am,-
Weight recorded,11/27 1:34 am,14.9 lbs
Cat detected,11/27 1:33 am,-
Clean Cycle Complete,11/26 1:40 pm,-
Clean Cycle In Progress,11/26 1:38 pm,-
Weight recorded,11/26 1:31 pm,10.4 lbs
Cat detected,11/26 1:30 pm,-
Clean Cycle Complete,11/26 12:01 pm,-
Clean Cycle In Progress,11/26 11:59 am,-
Weight recorded,11/26 11:52 am,15.1 lbs
Cat detected,11/26 11:51 am,-
Clean Cycle Complete,11/26 11:44 am,-
Clean Cycle In Progress,11/26 11:41 am,-
Weight recorded,11/26 11:34 am,19.2 lbs
Cat detected,11/26 11:34 am,-
Clean Cycle Complete,11/26 2:03 am,-
Clean Cycle In Progress,11/26 2:00 am,-
Weight recorded,11/26 1:53 am,10.3 lbs
Cat detected,11/26 1:53 am,-
Clean Cycle Complete,11/26 1:28 am,-
Clean Cycle In Progress,11/26 1:25 am,-
Weight recorded,11/26 1:18 am,10.4 lbs
Cat detected,11/26 1:17 am,-
Clean Cycle Complete,11/26 12:43 am,-
Clean Cycle In Progress,11/26 12:41 am,-
Weight recorded,11/26 12:34 am,15.3 lbs
Cat detected,11/26 12:33 am,-
Clean Cycle Complete,11/26 12:29 am,-
Clean Cycle In Progress,11/26 12:26 am,-
Weight recorded,11/26 12:19 am,19.4 lbs
Cat detected,11/26 12:19 am,-
Clean Cycle Complete,11/25 4:26 pm,-
Clean Cycle In Progress,11/25 4:24 pm,-
Weight recorded,11/25 4:17 pm,15.2 lbs
Cat detected,11/25 4:16 pm,-
Clean Cycle Complete,11/25 11:01 am,-
Clean Cycle In Progress,11/25 10:58 am,-
Weight recorded,11/25 10:51 am,19.0 lbs
Weight recorded,11/25 10:45 am,19.3 lbs
Cat detected,11/25 10:45 am,-
Clean Cycle Complete,11/25 4:08 am,-
Clean Cycle In Progress,11/25 4:06 am,-
Weight recorded,11/25 3:59 am,10.3 lbs
Cat detected,11/25 3:58 am,-
Clean Cycle Complete,11/25 12:08 am,-
Clean Cycle In Progress,11/25 12:06 am,-
Weight recorded,11/24 11:59 pm,15.2 lbs
Cat detected,11/24 11:58 pm,-
Clean Cycle Complete,11/24 4:16 pm,-
Clean Cycle In Progress,11/24 4:14 pm,-
Weight recorded,11/24 4:07 pm,15.1 lbs
Cat detected,11/24 4:07 pm,-
Clean Cycle Complete,11/24 3:52 pm,-
Clean Cycle In Progress,11/24 3:50 pm,-
Weight recorded,11/24 3:43 pm,10.4 lbs
Cat detected,11/24 3:41 pm,-
Clean Cycle Complete,11/24 12:53 pm,-
Clean Cycle In Progress,11/24 12:51 pm,-
Weight recorded,11/24 12:44 pm,10.3 lbs
Cat detected,11/24 12:43 pm,-
Clean Cycle Complete,11/24 9:39 am,-
Clean Cycle In Progress,11/24 9:37 am,-
Weight recorded,11/24 9:30 am,19.4 lbs
Cat detected,11/24 9:29 am,-
Clean Cycle Complete,11/23 6:17 pm,-
Clean Cycle In Progress,11/23 6:15 pm,-
Clean Cycle Complete,11/23 1:53 pm,-
Clean Cycle In Progress,11/23 1:51 pm,-
Weight recorded,11/23 1:44 pm,10.3 lbs
Cat detected,11/23 1:43 pm,-
Clean Cycle Complete,11/23 12:36 pm,-
Clean Cycle In Progress,11/23 12:34 pm,-
Weight recorded,11/23 12:27 pm,15.3 lbs
Cat detected,11/23 12:25 pm,-
Clean Cycle Complete,11/23 11:19 am,-
Clean Cycle In Progress,11/23 11:17 am,-
Weight recorded,11/23 11:10 am,19.4 lbs
Cat detected,11/23 11:09 am,-
Clean Cycle Complete,11/23 5:44 am,-
Clean Cycle In Progress,11/23 5:42 am,-
Weight recorded,11/23 5:35 am,10.2 lbs
Cat detected,11/23 5:34 am,-
Clean Cycle Complete,11/23 2:16 am,-
Clean Cycle In Progress,11/23 2:14 am,-
Weight recorded,11/23 2:07 am,15.1 lbs
Clean Cycle Complete,11/22 3:25 pm,-
Clean Cycle In Progress,11/22 3:23 pm,-
Weight recorded,11/22 3:16 pm,19.5 lbs
Cat detected,11/22 3:15 pm,-
Clean Cycle Complete,11/22 12:52 pm,-
Clean Cycle In Progress,11/22 12:50 pm,-
Weight recorded,11/22 12:43 pm,10.3 lbs
Cat detected,11/22 12:42 pm,-
Clean Cycle Complete,11/22 11:21 am,-
Clean Cycle In Progress,11/22 11:19 am,-
Weight recorded,11/22 11:12 am,19.2 lbs
Cat detected,11/22 11:11 am,-
Clean Cycle Complete,11/22 5:54 am,-
Clean Cycle In Progress,11/22 5:52 am,-
Weight recorded,11/22 5:45 am,10.1 lbs
Cat detected,11/22 5:45 am,-
Clean Cycle Complete,11/22 4:03 am,-
Clean Cycle In Progress,11/22 4:00 am,-
Weight recorded,11/22 3:53 am,10.2 lbs
Weight recorded,11/22 3:47 am,15.1 lbs
Cat detected,11/22 3:46 am,-
Clean Cycle Complete,11/22 1:24 am,-
Clean Cycle In Progress,11/22 1:22 am,-
Weight recorded,11/22 1:15 am,10.3 lbs
Cat detected,11/22 1:14 am,-
Clean Cycle Complete,11/21 11:29 pm,-
Clean Cycle In Progress,11/21 11:26 pm,-
Weight recorded,11/21 11:19 pm,15.0 lbs
Cat detected,11/21 11:18 pm,-
Clean Cycle Complete,11/21 5:27 pm,-
Clean Cycle In Progress,11/21 5:25 pm,-
Cat detected,11/21 5:24 pm,-
Clean Cycle Complete,11/21 12:22 pm,-
Clean Cycle In Progress,11/21 12:20 pm,-
Weight recorded,11/21 12:13 pm,15.2 lbs
Cat detected,11/21 12:12 pm,-
Clean Cycle Complete,11/21 10:47 am,-
Clean Cycle In Progress,11/21 10:44 am,-
Weight recorded,11/21 10:37 am,10.4 lbs
Cat detected,11/21 10:36 am,-
Clean Cycle Complete,11/21 10:27 am,-
Clean Cycle In Progress,11/21 10:25 am,-
Weight recorded,11/21 10:18 am,19.2 lbs
Cat detected,11/21 10:17 am,-
Clean Cycle Complete,11/21 6:57 am,-
Clean Cycle In Progress,11/21 6:55 am,-
Weight recorded,11/21 6:48 am,10.4 lbs
Cat detected,11/21 6:47 am,-
Clean Cycle Complete,11/21 5:09 am,-
Clean Cycle In Progress,11/21 5:07 am,-
Weight recorded,11/21 5:00 am,19.3 lbs
Cat detected,11/21 4:57 am,-
Clean Cycle Complete,11/21 2:29 am,-
Clean Cycle In Progress,11/21 2:27 am,-
Weight recorded,11/21 2:20 am,10.2 lbs
Cat detected,11/21 2:19 am,-
Clean Cycle Complete,11/20 1:31 pm,-
Clean Cycle In Progress,11/20 1:29 pm,-
Weight recorded,11/20 1:22 pm,10.3 lbs
Cat detected,11/20 1:21 pm,-
Clean Cycle Complete,11/20 11:22 am,-
Clean Cycle In Progress,11/20 11:20 am,-
Weight recorded,11/20 11:13 am,14.9 lbs
Cat detected,11/20 11:13 am,-
Clean Cycle Complete,11/20 10:20 am,-
Clean Cycle In Progress,11/20 10:18 am,-
Weight recorded,11/20 10:11 am,19.4 lbs
Cat detected,11/20 10:10 am,-
Clean Cycle Complete,11/20 5:53 am,-
Clean Cycle In Progress,11/20 5:51 am,-
Weight recorded,11/20 5:44 am,15.1 lbs
Cat detected,11/20 5:43 am,-
Clean Cycle Complete,11/20 2:03 am,-
Clean Cycle In Progress,11/20 2:01 am,-
Weight recorded,11/20 1:54 am,10.4 lbs
Cat detected,11/20 1:52 am,-
Clean Cycle Complete,11/20 1:12 am,-
Clean Cycle In Progress,11/20 1:10 am,-
Weight recorded,11/20 1:03 am,10.4 lbs
Cat detected,11/20 1:02 am,-
Clean Cycle Complete,11/19 9:33 pm,-
Clean Cycle In Progress,11/19 9:31 pm,-
Weight recorded,11/19 9:24 pm,19.2 lbs
Cat detected,11/19 9:23 pm,-
Clean Cycle Complete,11/19 8:05 pm,-
Clean Cycle In Progress,11/19 8:03 pm,-
Weight recorded,11/19 7:56 pm,10.2 lbs
Cat detected,11/19 7:55 pm,-
Clean Cycle Complete,11/19 3:17 am,-
Clean Cycle In Progress,11/19 3:14 am,-
Weight recorded,11/19 3:07 am,10.2 lbs
Cat detected,11/19 3:07 am,-
Clean Cycle Complete,11/19 1:20 am,-
Clean Cycle In Progress,11/19 1:17 am,-
Weight recorded,11/19 1:10 am,10.4 lbs
Cat detected,11/19 1:09 am,-
Clean Cycle Complete,11/19 12:16 am,-
Clean Cycle In Progress,11/19 12:13 am,-
Weight recorded,11/19 12:06 am,15.0 lbs
Cat detected,11/19 12:06 am,-
Clean Cycle Complete,11/18 4:35 pm,-
Clean Cycle In Progress,11/18 4:33 pm,-
Weight recorded,11/18 4:26 pm,15.0 lbs
Cat detected,11/18 4:25 pm,-
Clean Cycle Complete,11/18 1:03 pm,-
Clean Cycle In Progress,11/18 1:01 pm,-
Weight recorded,11/18 12:54 pm,10.3 lbs
Cat detected,11/18 12:53 pm,-
Clean Cycle Complete,11/18 12:12 pm,-
Clean Cycle In Progress,11/18 12:10 pm,-
Weight recorded,11/18 12:03 pm,15.0 lbs
Cat detected,11/18 12:02 pm,-
Clean Cycle Complete,11/18 4:12 am,-
Clean Cycle In Progress,11/18 4:10 am,-
Weight recorded,11/18 4:03 am,10.3 lbs
Cat detected,11/18 4:01 am,-
Clean Cycle Complete,11/18 2:38 am,-
Clean Cycle In Progress,11/18 2:35 am,-
Weight recorded,11/18 2:28 am,10.2 lbs
Cat detected,11/18 2:27 am,-
Clean Cycle Complete,11/18 1:33 am,-
Clean Cycle In Progress,11/18 1:31 am,-
Weight recorded,11/18 1:24 am,19.4 lbs
Cat detected,11/18 1:23 am,-
Clean Cycle Complete,11/17 1:34 pm,-
Clean Cycle In Progress,11/17 1:31 pm,-
Weight recorded,11/17 1:24 pm,10.3 lbs
Cat detected,11/17 1:23 pm,-
Clean Cycle Complete,11/17 10:53 am,-
Clean Cycle In Progress,11/17 10:51 am,-
Weight recorded,11/17 10:44 am,19.0 lbs
Cat detected,11/17 10:43 am,-
Clean Cycle Complete,11/17 2:52 am,-
Clean Cycle In Progress,11/17 2:50 am,-
Weight recorded,11/17 2:43 am,10.1 lbs
Cat detected,11/17 2:43 am,-
Clean Cycle Complete,11/16 11:06 pm,-
Clean Cycle In Progress,11/16 11:04 pm,-
Weight recorded,11/16 10:57 pm,15.2 lbs
Cat detected,11/16 10:56 pm,-
Clean Cycle Complete,11/16 4:30 pm,-
Clean Cycle In Progress,11/16 4:28 pm,-
Weight recorded,11/16 4:21 pm,15.1 lbs
Cat detected,11/16 4:19 pm,-
Clean Cycle Complete,11/16 1:43 pm,-
Clean Cycle In Progress,11/16 1:41 pm,-
Weight recorded,11/16 1:34 pm,10.2 lbs
Cat detected,11/16 1:32 pm,-
Clean Cycle Complete,11/16 10:56 am,-
Clean Cycle In Progress,11/16 10:54 am,-
Weight recorded,11/16 10:47 am,19.2 lbs
Cat detected,11/16 10:46 am,-
Clean Cycle Complete,11/16 10:21 am,-
Clean Cycle In Progress,11/16 10:19 am,-
Weight recorded,11/16 10:12 am,15.0 lbs
Cat detected,11/16 10:11 am,-
Clean Cycle Complete,11/16 4:24 am,-
Clean Cycle In Progress,11/16 4:22 am,-
Weight recorded,11/16 4:15 am,19.4 lbs
Cat detected,11/16 4:14 am,-
Clean Cycle Complete,11/15 3:53 pm,-
Clean Cycle In Progress,11/15 3:51 pm,-
Weight recorded,11/15 3:44 pm,10.3 lbs
Cat detected,11/15 3:42 pm,-
Clean Cycle Complete,11/15 3:46 am,-
Clean Cycle In Progress,11/15 3:44 am,-
Weight recorded,11/15 3:37 am,10.3 lbs
Cat detected,11/15 3:34 am,-
Clean Cycle Complete,11/15 3:14 am,-
Clean Cycle In Progress,11/15 3:12 am,-
Weight recorded,11/15 3:05 am,15.1 lbs
Cat detected,11/15 3:04 am,-
Clean Cycle Complete,11/15 2:44 am,-
Clean Cycle In Progress,11/15 2:42 am,-
Weight recorded,11/15 2:35 am,10.3 lbs
Cat detected,11/15 2:34 am,-
Clean Cycle Complete,11/14 4:01 pm,-
Clean Cycle In Progress,11/14 3:58 pm,-
Weight recorded,11/14 3:51 pm,10.2 lbs
Cat detected,11/14 3:51 pm,-
Clean Cycle Complete,11/14 3:48 pm,-
Clean Cycle In Progress,11/14 3:46 pm,-
Weight recorded,11/14 3:39 pm,10.2 lbs
Cat detected,11/14 3:37 pm,-
Clean Cycle Complete,11/14 2:33 am,-
Clean Cycle In Progress,11/14 2:31 am,-
Weight recorded,11/14 2:24 am,15.1 lbs
Weight recorded,11/14 2:23 am,10.3 lbs
Cat detected,11/14 2:21 am,-
Clean Cycle Complete,11/13 11:07 pm,-
Clean Cycle In Progress,11/13 11:04 pm,-
Weight recorded,11/13 10:57 pm,15.1 lbs
Cat detected,11/13 10:57 pm,-
Clean Cycle Complete,11/13 7:18 am,-
Clean Cycle In Progress,11/13 7:16 am,-
Weight recorded,11/13 7:09 am,10.2 lbs
Cat detected,11/13 7:07 am,-
Clean Cycle Complete,11/13 1:04 am,-
Clean Cycle In Progress,11/13 1:02 am,-
Clean Cycle Complete,11/12 2:04 am,-
Clean Cycle In Progress,11/12 2:02 am,-
Weight recorded,11/12 1:55 am,10.3 lbs
Cat detected,11/12 1:54 am,-
Clean Cycle Complete,11/12 12:23 am,-
Clean Cycle In Progress,11/12 12:21 am,-
Weight recorded,11/12 12:14 am,19.3 lbs
Cat detected,11/12 12:13 am,-
Clean Cycle Complete,11/11 10:20 am,-
Clean Cycle In Progress,11/11 10:18 am,-
Weight recorded,11/11 10:11 am,10.2 lbs
Cat detected,11/11 10:10 am,-
Clean Cycle Complete,11/11 3:16 am,-
Clean Cycle In Progress,11/11 3:14 am,-
Weight recorded,11/11 3:07 am,10.2 lbs
Cat detected,11/11 3:06 am,-
Clean Cycle Complete,11/11 1:17 am,-
Cycle interrupted,11/11 1:15 am,-
Clean Cycle In Progress,11/11 1:15 am,-
Weight recorded,11/11 1:08 am,19.2 lbs
Cat detected,11/11 1:07 am,-
Clean Cycle Complete,11/10 12:44 pm,-
Cycle interrupted,11/10 12:41 pm,-
Clean Cycle In Progress,11/10 12:41 pm,-
Clean Cycle Complete,11/10 9:31 am,-
Clean Cycle In Progress,11/10 9:29 am,-
Weight recorded,11/10 9:22 am,10.3 lbs
Cat detected,11/10 9:21 am,-
Clean Cycle Complete,11/10 8:54 am,-
Clean Cycle In Progress,11/10 8:52 am,-
Weight recorded,11/10 8:45 am,10.3 lbs
Weight recorded,11/10 8:39 am,14.9 lbs
Cat detected,11/10 8:37 am,-
Clean Cycle Complete,11/10 1:34 am,-
Clean Cycle In Progress,11/10 1:32 am,-
Clean Cycle Complete,11/10 12:18 am,-
Clean Cycle In Progress,11/10 12:16 am,-
Weight recorded,11/10 12:05 am,14.8 lbs
Cat detected,11/10 12:04 am,-
Clean Cycle Complete,11/9 2:39 pm,-
Clean Cycle In Progress,11/9 2:37 pm,-
Cat detected,11/9 2:28 pm,-
Clean Cycle Complete,11/9 12:57 pm,-
Weight recorded,11/9 12:48 pm,10.3 lbs
Cat detected,11/9 12:47 pm,-
Clean Cycle Complete,11/9 11:00 am,-
Clean Cycle In Progress,11/9 10:57 am,-
Weight recorded,11/9 10:50 am,19.1 lbs
Cat detected,11/9 10:50 am,-
Clean Cycle Complete,11/9 9:25 am,-
Clean Cycle In Progress,11/9 9:22 am,-
Weight recorded,11/9 9:15 am,10.2 lbs
Cat detected,11/9 9:15 am,-
Clean Cycle Complete,11/9 2:03 am,-
Clean Cycle In Progress,11/9 2:00 am,-
Weight recorded,11/9 1:53 am,10.4 lbs
Cat detected,11/9 1:52 am,-
Clean Cycle Complete,11/9 1:32 am,-
Clean Cycle In Progress,11/9 1:30 am,-
Weight recorded,11/9 1:23 am,14.8 lbs
Cat detected,11/9 1:22 am,-
Clean Cycle Complete,11/8 11:57 am,-
Clean Cycle In Progress,11/8 11:55 am,-
Weight recorded,11/8 11:48 am,10.4 lbs
Cat detected,11/8 11:47 am,-
Clean Cycle Complete,11/8 6:09 am,-
Clean Cycle In Progress,11/8 6:06 am,-
Weight recorded,11/8 5:59 am,10.4 lbs
Cat detected,11/8 5:58 am,-
Clean Cycle Complete,11/8 12:50 am,-
Clean Cycle In Progress,11/8 12:47 am,-
Weight recorded,11/8 12:40 am,10.2 lbs
Weight recorded,11/8 12:39 am,19.2 lbs
Cat detected,11/8 12:39 am,-
Clean Cycle Complete,11/7 9:56 am,-
Clean Cycle In Progress,11/7 9:53 am,-
Weight recorded,11/7 9:46 am,14.6 lbs
Cat detected,11/7 9:45 am,-
Clean Cycle Complete,11/6 12:42 pm,-
Clean Cycle In Progress,11/6 12:39 pm,-
Weight recorded,11/6 12:32 pm,10.4 lbs
Cat detected,11/6 12:30 pm,-
Clean Cycle Complete,11/6 10:39 am,-
Clean Cycle In Progress,11/6 10:36 am,-
Weight recorded,11/6 10:29 am,19.1 lbs
Cat detected,11/6 10:28 am,-
Clean Cycle Complete,11/6 2:17 am,-
Clean Cycle In Progress,11/6 2:15 am,-
Weight recorded,11/6 2:08 am,14.9 lbs
Cat detected,11/6 2:06 am,-
Clean Cycle Complete,11/5 8:55 pm,-
Clean Cycle In Progress,11/5 8:52 pm,-
Weight recorded,11/5 8:45 pm,10.6 lbs
Cat detected,11/5 8:44 pm,-
Clean Cycle Complete,11/5 8:35 pm,-
Clean Cycle In Progress,11/5 8:33 pm,-
Cat detected,11/5 8:33 pm,-
Clean Cycle Complete,11/5 8:32 pm,-
Clean Cycle In Progress,11/5 8:30 pm,-
Clean Cycle Complete,11/5 4:37 pm,-
Clean Cycle In Progress,11/5 4:34 pm,-
Weight recorded,11/5 4:27 pm,14.8 lbs
Cat detected,11/5 4:26 pm,-
Clean Cycle Complete,11/5 10:57 am,-
Clean Cycle In Progress,11/5 10:54 am,-
Weight recorded,11/5 10:46 am,14.8 lbs
Cat detected,11/5 10:45 am,-
Clean Cycle Complete,11/5 10:44 am,-
Clean Cycle In Progress,11/5 10:42 am,-
Weight recorded,11/5 10:35 am,14.8 lbs
Weight recorded,11/5 10:33 am,19.3 lbs
Weight recorded,11/5 10:31 am,19.3 lbs
Weight recorded,11/5 10:30 am,18.0 lbs
Cat detected,11/5 10:28 am,-
Clean Cycle Complete,11/5 10:13 am,-
Clean Cycle In Progress,11/5 10:11 am,-
Clean Cycle Complete,11/5 5:09 am,-
Clean Cycle In Progress,11/5 5:06 am,-
Weight recorded,11/5 4:59 am,14.4 lbs
Cat detected,11/5 4:59 am,-
Clean Cycle Complete,11/5 4:52 am,-
Clean Cycle In Progress,11/5 4:50 am,-
Weight recorded,11/5 4:43 am,14.7 lbs
Weight recorded,11/5 4:39 am,10.4 lbs
Cat detected,11/5 4:39 am,-
Clean Cycle Complete,11/5 2:08 am,-
Cycle interrupted,11/5 2:07 am,-
Clean Cycle In Progress,11/5 2:06 am,-
Cat detected,11/5 2:05 am,-
