Activity,Timestamp,Value
Cat detected,5/13 6:31 am,-
Clean Cycle Complete,5/13 1:35 am,-
Clean Cycle In Progress,5/13 1:32 am,-
Weight recorded,5/13 1:25 am,18.6 lbs
Cat detected,5/13 1:24 am,-
Clean Cycle Complete,5/12 6:29 pm,-
Clean Cycle In Progress,5/12 6:27 pm,-
Weight recorded,5/12 6:20 pm,10.7 lbs
Cat detected,5/12 6:19 pm,-
Clean Cycle Complete,5/12 4:24 pm,-
Clean Cycle In Progress,5/12 4:21 pm,-
Weight recorded,5/12 4:14 pm,15.8 lbs
Weight recorded,5/12 4:11 pm,18.4 lbs
Cat detected,5/12 4:10 pm,-
Clean Cycle Complete,5/12 8:04 am,-
Clean Cycle In Progress,5/12 8:02 am,-
Weight recorded,5/12 7:55 am,15.2 lbs
Cat detected,5/12 7:54 am,-
Clean Cycle Complete,5/11 7:30 pm,-
Clean Cycle In Progress,5/11 7:28 pm,-
Weight recorded,5/11 7:21 pm,10.4 lbs
Cat detected,5/11 7:20 pm,-
Clean Cycle Complete,5/11 6:05 pm,-
Clean Cycle In Progress,5/11 6:03 pm,-
Cat detected,5/11 6:02 pm,-
Bonnet removed,5/11 6:01 pm,-
Clean Cycle Complete,5/11 5:30 am,-
Clean Cycle In Progress,5/11 5:28 am,-
Weight recorded,5/11 5:21 am,18.6 lbs
Cat detected,5/11 5:19 am,-
Clean Cycle Complete,5/11 5:01 am,-
Clean Cycle In Progress,5/11 4:58 am,-
Weight recorded,5/11 4:51 am,10.7 lbs
Cat detected,5/11 4:50 am,-
Clean Cycle Complete,5/11 4:31 am,-
Clean Cycle In Progress,5/11 4:29 am,-
Weight recorded,5/11 4:22 am,15.1 lbs
Cat detected,5/11 4:21 am,-
Clean Cycle Complete,5/11 2:02 am,-
Clean Cycle In Progress,5/11 2:00 am,-
Weight recorded,5/11 1:53 am,10.6 lbs
Cat detected,5/11 1:52 am,-
Clean Cycle Complete,5/10 8:57 am,-
Clean Cycle In Progress,5/10 8:55 am,-
Clean Cycle Complete,5/10 2:10 am,-
Clean Cycle In Progress,5/10 2:08 am,-
Weight recorded,5/10 2:01 am,19.1 lbs
Cat detected,5/10 2:00 am,-
Clean Cycle Complete,5/9 1:32 am,-
Clean Cycle In Progress,5/9 1:30 am,-
Weight recorded,5/9 1:23 am,19.3 lbs
Cat detected,5/9 1:21 am,-
Clean Cycle Complete,5/8 11:31 am,-
Clean Cycle In Progress,5/8 11:29 am,-
Weight recorded,5/8 11:22 am,15.2 lbs
Cat detected,5/8 11:20 am,-
Clean Cycle Complete,5/8 3:03 am,-
Clean Cycle In Progress,5/8 3:00 am,-
Weight recorded,5/8 2:53 am,15.2 lbs
Cat detected,5/8 2:52 am,-
Clean Cycle Complete,5/7 6:34 pm,-
Clean Cycle In Progress,5/7 6:31 pm,-
Weight recorded,5/7 6:24 pm,19.3 lbs
Weight recorded,5/7 6:22 pm,10.5 lbs
Cat detected,5/7 6:21 pm,-
Clean Cycle Complete,5/6 10:19 pm,-
Clean Cycle In Progress,5/6 10:17 pm,-
Weight recorded,5/6 10:05 pm,10.5 lbs
Cat detected,5/6 10:05 pm,-
Clean Cycle Complete,5/6 9:06 am,-
Clean Cycle In Progress,5/6 9:04 am,-
Weight recorded,5/6 8:57 am,10.4 lbs
Weight recorded,5/6 8:54 am,18.5 lbs
Cat detected,5/6 8:53 am,-
Clean Cycle Complete,5/6 12:50 am,-
Clean Cycle In Progress,5/6 12:47 am,-
Weight recorded,5/6 12:40 am,10.4 lbs
Cat detected,5/6 12:40 am,-
Clean Cycle Complete,5/5 6:46 pm,-
Clean Cycle In Progress,5/5 6:44 pm,-
Cat detected,5/5 6:37 pm,-
Clean Cycle Complete,5/5 3:34 pm,-
Clean Cycle In Progress,5/5 3:32 pm,-
Clean Cycle Complete,5/5 2:57 pm,-
Cycle interrupted,5/5 2:55 pm,-
Clean Cycle In Progress,5/5 2:54 pm,-
Cat detected,5/5 2:48 pm,-
Clean Cycle Complete,5/5 2:47 pm,-
Bonnet removed,5/5 2:47 pm,-
Cycle interrupted,5/5 2:46 pm,-
Clean Cycle Complete,5/5 7:21 am,-
Clean Cycle In Progress,5/5 7:18 am,-
Weight recorded,5/5 7:11 am,18.3 lbs
Cat detected,5/5 7:10 am,-
Clean Cycle Complete,5/5 7:04 am,-
Clean Cycle In Progress,5/5 7:01 am,-
Weight recorded,5/5 6:54 am,18.2 lbs
Cat detected,5/5 6:53 am,-
Clean Cycle Complete,5/5 4:56 am,-
Clean Cycle In Progress,5/5 4:54 am,-
Weight recorded,5/5 4:47 am,15.2 lbs
Cat detected,5/5 4:46 am,-
Clean Cycle Complete,5/5 2:52 am,-
Clean Cycle In Progress,5/5 2:50 am,-
Weight recorded,5/5 2:43 am,10.7 lbs
Cat detected,5/5 2:41 am,-
Clean Cycle Complete,5/4 7:19 pm,-
Clean Cycle In Progress,5/4 7:17 pm,-
Weight recorded,5/4 7:10 pm,15.5 lbs
Cat detected,5/4 7:09 pm,-
Clean Cycle Complete,5/4 3:46 am,-
Cycle interrupted,5/4 3:45 am,-
Clean Cycle In Progress,5/4 3:44 am,-
Weight recorded,5/4 3:37 am,18.4 lbs
Cat detected,5/4 3:36 am,-
Clean Cycle Complete,5/3 4:46 am,-
Clean Cycle In Progress,5/3 4:44 am,-
Weight recorded,5/3 4:37 am,10.7 lbs
Cat detected,5/3 4:35 am,-
Clean Cycle Complete,5/3 3:55 am,-
Clean Cycle In Progress,5/3 3:53 am,-
Weight recorded,5/3 3:46 am,14.9 lbs
Cat detected,5/3 3:45 am,-
Clean Cycle Complete,5/3 1:10 am,-
Clean Cycle In Progress,5/3 1:08 am,-
Cat detected,5/3 1:01 am,-
Clean Cycle Complete,5/2 7:17 pm,-
Clean Cycle Complete,5/2 10:00 am,-
Clean Cycle In Progress,5/2 9:58 am,-
Weight recorded,5/2 9:51 am,10.4 lbs
Cat detected,5/2 9:50 am,-
Clean Cycle Complete,5/2 9:36 am,-
Cycle interrupted,5/2 9:34 am,-
Clean Cycle In Progress,5/2 9:33 am,-
Weight recorded,5/2 9:27 am,19.1 lbs
Cat detected,5/2 9:21 am,-
Clean Cycle Complete,5/2 6:14 am,-
Clean Cycle In Progress,5/2 6:12 am,-
Weight recorded,5/2 6:05 am,14.5 lbs
Cat detected,5/2 6:04 am,-
Clean Cycle Complete,5/1 11:18 pm,-
Clean Cycle In Progress,5/1 11:15 pm,-
Weight recorded,5/1 11:08 pm,10.6 lbs
Cat detected,5/1 11:07 pm,-
