Activity,Timestamp,Value
Weight recorded,12/15 3:12 am,15.0 lbs
Cat detected,12/15 3:10 am,-
Clean Cycle Complete,12/14 6:41 am,-
Clean Cycle In Progress,12/14 6:39 am,-
Weight recorded,12/14 6:32 am,10.3 lbs
Cat detected,12/14 6:31 am,-
Clean Cycle Complete,12/13 6:39 pm,-
Clean Cycle In Progress,12/13 6:37 pm,-
Weight recorded,12/13 6:30 pm,10.3 lbs
Cat detected,12/13 6:28 pm,-
Clean Cycle Complete,12/13 12:41 pm,-
Clean Cycle In Progress,12/13 12:38 pm,-
Weight recorded,12/13 12:31 pm,15.0 lbs
Cat detected,12/13 12:30 pm,-
Clean Cycle Complete,12/13 8:29 am,-
Clean Cycle In Progress,12/13 8:26 am,-
Weight recorded,12/13 8:19 am,19.2 lbs
Cat detected,12/13 8:19 am,-
Clean Cycle Complete,12/13 5:03 am,-
Clean Cycle In Progress,12/13 5:01 am,-
Weight recorded,12/13 4:54 am,19.1 lbs
Cat detected,12/13 4:53 am,-
Clean Cycle Complete,12/13 3:26 am,-
Clean Cycle In Progress,12/13 3:24 am,-
Weight recorded,12/13 3:17 am,10.2 lbs
Cat detected,12/13 3:16 am,-
Clean Cycle Complete,12/12 6:55 pm,-
Clean Cycle In Progress,12/12 6:52 pm,-
Weight recorded,12/12 6:45 pm,14.9 lbs
Cat detected,12/12 6:44 pm,-
Clean Cycle Complete,12/12 5:26 pm,-
Clean Cycle In Progress,12/12 5:24 pm,-
Cat detected,12/12 5:19 pm,-
Clean Cycle Complete,12/12 3:03 pm,-
Clean Cycle In Progress,12/12 3:01 pm,-
Weight recorded,12/12 2:54 pm,14.8 lbs
Cat detected,12/12 2:53 pm,-
Clean Cycle Complete,12/12 3:42 am,-
Clean Cycle In Progress,12/12 3:40 am,-
Weight recorded,12/12 3:33 am,14.8 lbs
Cat detected,12/12 3:32 am,-
Clean Cycle Complete,12/12 3:28 am,-
Clean Cycle In Progress,12/12 3:26 am,-
Weight recorded,12/12 3:19 am,10.2 lbs
Cat detected,12/12 3:18 am,-
Clean Cycle Complete,12/11 6:36 pm,-
Clean Cycle In Progress,12/11 6:34 pm,-
Weight recorded,12/11 6:27 pm,10.3 lbs
Cat detected,12/11 6:25 pm,-
Clean Cycle Complete,12/11 4:45 pm,-
Clean Cycle In Progress,12/11 4:43 pm,-
Weight recorded,12/11 4:36 pm,14.8 lbs
Cat detected,12/11 4:35 pm,-
Clean Cycle Complete,12/11 4:18 pm,-
Clean Cycle In Progress,12/11 4:16 pm,-
Weight recorded,12/11 4:09 pm,19.2 lbs
Cat detected,12/11 4:09 pm,-
Clean Cycle Complete,12/11 4:35 am,-
Clean Cycle In Progress,12/11 4:33 am,-
Weight recorded,12/11 4:26 am,14.9 lbs
Cat detected,12/11 4:25 am,-
Clean Cycle Complete,12/10 6:33 pm,-
Clean Cycle In Progress,12/10 6:30 pm,-
Weight recorded,12/10 6:23 pm,10.2 lbs
Cat detected,12/10 6:22 pm,-
Clean Cycle Complete,12/10 5:36 am,-
Clean Cycle In Progress,12/10 5:34 am,-
Weight recorded,12/10 5:27 am,15.1 lbs
Cat detected,12/10 5:25 am,-
Clean Cycle Complete,12/10 2:43 am,-
Clean Cycle In Progress,12/10 2:40 am,-
Weight recorded,12/10 2:33 am,10.1 lbs
Cat detected,12/10 2:33 am,-
