Activity,Timestamp,Value
Cat detected,5/20 9:54 am,-
Clean Cycle Complete,5/20 5:08 am,-
Cycle interrupted,5/20 5:07 am,-
Clean Cycle In Progress,5/20 5:06 am,-
Weight recorded,5/20 4:59 am,11.0 lbs
Cat detected,5/20 4:58 am,-
Clean Cycle Complete,5/19 11:46 pm,-
Clean Cycle In Progress,5/19 11:44 pm,-
Weight recorded,5/19 11:37 pm,19.0 lbs
Cat detected,5/19 11:36 pm,-
Clean Cycle Complete,5/19 7:07 pm,-
Clean Cycle In Progress,5/19 7:05 pm,-
Weight recorded,5/19 6:58 pm,15.7 lbs
Cat detected,5/19 6:57 pm,-
Clean Cycle Complete,5/19 11:44 am,-
Cycle interrupted,5/19 11:43 am,-
Cycle interrupted,5/19 11:42 am,-
Bonnet removed,5/19 10:06 am,-
Cycle interrupted,5/19 10:06 am,-
Clean Cycle In Progress,5/19 10:05 am,-
Weight recorded,5/19 9:58 am,10.9 lbs
Cat detected,5/19 9:58 am,-
Clean Cycle Complete,5/19 4:21 am,-
Clean Cycle In Progress,5/19 4:19 am,-
Weight recorded,5/19 4:12 am,15.7 lbs
Cat detected,5/19 4:11 am,-
Clean Cycle Complete,5/19 3:36 am,-
Clean Cycle In Progress,5/19 3:34 am,-
Bonnet removed,5/19 3:12 am,-
Clean Cycle Complete,5/19 12:02 am,-
Clean Cycle In Progress,5/18 11:59 pm,-
Weight recorded,5/18 11:52 pm,19.1 lbs
Cat detected,5/18 11:51 pm,-
Clean Cycle Complete,5/18 7:17 pm,-
Bonnet removed,5/18 7:07 pm,-
Clean Cycle In Progress,5/18 7:07 pm,-
Weight recorded,5/18 7:00 pm,11.1 lbs
Cat detected,5/18 6:59 pm,-
Clean Cycle Complete,5/18 2:08 pm,-
Clean Cycle In Progress,5/18 2:06 pm,-
Weight recorded,5/18 1:59 pm,15.7 lbs
Cat detected,5/18 1:58 pm,-
Clean Cycle Complete,5/18 10:18 am,-
Clean Cycle In Progress,5/18 10:16 am,-
Weight recorded,5/18 10:09 am,15.8 lbs
Cat detected,5/18 10:08 am,-
Clean Cycle Complete,5/18 10:00 am,-
Clean Cycle In Progress,5/18 9:58 am,-
Weight recorded,5/18 9:51 am,11.0 lbs
Cat detected,5/18 9:50 am,-
Clean Cycle Complete,5/18 9:49 am,-
Clean Cycle In Progress,5/18 9:47 am,-
Weight recorded,5/18 9:40 am,11.1 lbs
Cat detected,5/18 9:39 am,-
Clean Cycle Complete,5/17 7:23 pm,-
Clean Cycle In Progress,5/17 7:21 pm,-
Weight recorded,5/17 7:14 pm,11.0 lbs
Cat detected,5/17 7:13 pm,-
Clean Cycle Complete,5/17 5:18 pm,-
Clean Cycle In Progress,5/17 5:16 pm,-
Bonnet removed,5/17 5:15 pm,-
Cat detected,5/17 5:15 pm,-
Clean Cycle Complete,5/17 12:12 pm,-
Clean Cycle In Progress,5/17 12:10 pm,-
Bonnet removed,5/17 11:49 am,-
Cat detected,5/17 11:49 am,-
Clean Cycle Complete,5/17 10:40 am,-
Clean Cycle In Progress,5/17 10:38 am,-
Weight recorded,5/17 10:30 am,15.7 lbs
Cat detected,5/17 10:30 am,-
Clean Cycle Complete,5/16 7:44 pm,-
Clean Cycle In Progress,5/16 7:42 pm,-
Weight recorded,5/16 7:35 pm,15.7 lbs
Cat detected,5/16 7:34 pm,-
Clean Cycle Complete,5/16 4:23 pm,-
Clean Cycle In Progress,5/16 4:20 pm,-
Clean Cycle Complete,5/16 4:20 pm,-
Clean Cycle In Progress,5/16 4:18 pm,-
Cat detected,5/16 4:14 pm,-
Clean Cycle Complete,5/16 8:38 am,-
Clean Cycle In Progress,5/16 8:36 am,-
Weight recorded,5/16 8:29 am,15.9 lbs
Weight recorded,5/16 8:24 am,15.6 lbs
Cat detected,5/16 8:24 am,-
Clean Cycle Complete,5/16 2:22 am,-
Clean Cycle In Progress,5/16 2:20 am,-
Weight recorded,5/16 2:13 am,18.9 lbs
Cat detected,5/16 2:12 am,-
Clean Cycle Complete,5/16 1:32 am,-
Clean Cycle In Progress,5/16 1:30 am,-
Weight recorded,5/16 1:23 am,19.2 lbs
Cat detected,5/16 1:22 am,-
Clean Cycle Complete,5/15 8:00 pm,-
Clean Cycle In Progress,5/15 7:58 pm,-
Weight recorded,5/15 7:51 pm,11.1 lbs
Cat detected,5/15 7:49 pm,-
Clean Cycle Complete,5/15 6:28 pm,-
Clean Cycle In Progress,5/15 6:26 pm,-
Weight recorded,5/15 6:19 pm,15.5 lbs
Cat detected,5/15 6:18 pm,-
Clean Cycle Complete,5/15 6:00 am,-
Clean Cycle In Progress,5/15 5:58 am,-
Weight recorded,5/15 5:51 am,15.6 lbs
Cat detected,5/15 5:51 am,-
Clean Cycle Complete,5/15 5:17 am,-
Clean Cycle In Progress,5/15 5:15 am,-
Weight recorded,5/15 5:08 am,11.0 lbs
Cat detected,5/15 5:07 am,-
Clean Cycle Complete,5/15 2:15 am,-
Clean Cycle In Progress,5/15 2:13 am,-
Weight recorded,5/15 2:06 am,10.9 lbs
Cat detected,5/15 2:05 am,-
Clean Cycle Complete,5/15 12:05 am,-
Clean Cycle In Progress,5/15 12:03 am,-
Weight recorded,5/14 11:56 pm,19.0 lbs
Cat detected,5/14 11:55 pm,-
Clean Cycle Complete,5/14 6:57 pm,-
Clean Cycle In Progress,5/14 6:55 pm,-
Weight recorded,5/14 6:48 pm,15.6 lbs
Cat detected,5/14 6:47 pm,-
Clean Cycle Complete,5/14 4:39 pm,-
Clean Cycle In Progress,5/14 4:37 pm,-
Weight recorded,5/14 4:30 pm,19.1 lbs
Cat detected,5/14 4:29 pm,-
Clean Cycle Complete,5/14 3:15 am,-
Clean Cycle In Progress,5/14 3:13 am,-
Weight recorded,5/14 3:06 am,15.4 lbs
Cat detected,5/14 3:05 am,-
Clean Cycle Complete,5/13 8:46 pm,-
Clean Cycle In Progress,5/13 8:44 pm,-
Weight recorded,5/13 8:37 pm,18.8 lbs
Cat detected,5/13 8:36 pm,-
Clean Cycle Complete,5/13 7:07 pm,-
Clean Cycle In Progress,5/13 7:04 pm,-
Weight recorded,5/13 6:57 pm,19.1 lbs
Cat detected,5/13 6:56 pm,-
Clean Cycle Complete,5/13 11:12 am,-
Clean Cycle In Progress,5/13 11:10 am,-
Weight recorded,5/13 11:03 am,10.9 lbs
Cat detected,5/13 11:01 am,-
Clean Cycle Complete,5/13 9:38 am,-
Bonnet removed,5/13 2:18 am,-
Clean Cycle In Progress,5/13 2:18 am,-
Weight recorded,5/13 2:11 am,10.7 lbs
Cat detected,5/13 2:10 am,-
Clean Cycle Complete,5/12 8:03 am,-
Clean Cycle In Progress,5/12 8:01 am,-
Weight recorded,5/12 7:53 am,15.4 lbs
Cat detected,5/12 7:53 am,-
Clean Cycle Complete,5/12 12:51 am,-
Clean Cycle In Progress,5/12 12:49 am,-
Weight recorded,5/12 12:42 am,18.7 lbs
Cat detected,5/12 12:41 am,-
Clean Cycle Complete,5/11 6:54 pm,-
Cycle interrupted,5/11 6:52 pm,-
Clean Cycle In Progress,5/11 6:51 pm,-
Weight recorded,5/11 6:44 pm,15.4 lbs
Cat detected,5/11 6:43 pm,-
Bonnet removed,5/11 6:04 pm,-
Clean Cycle Complete,5/11 6:03 pm,-
Clean Cycle In Progress,5/11 6:01 pm,-
Weight recorded,5/11 5:56 pm,11.0 lbs
Cat detected,5/11 5:55 pm,-
Clean Cycle Complete,5/11 4:59 am,-
Clean Cycle In Progress,5/11 4:57 am,-
Weight recorded,5/11 4:50 am,10.9 lbs
Weight recorded,5/11 4:46 am,18.7 lbs
Cat detected,5/11 4:45 am,-
Clean Cycle Complete,5/11 4:30 am,-
Clean Cycle In Progress,5/11 4:28 am,-
Weight recorded,5/11 4:21 am,15.3 lbs
Cat detected,5/11 4:20 am,-
Clean Cycle Complete,5/11 2:06 am,-
Clean Cycle In Progress,5/11 2:04 am,-
Weight recorded,5/11 1:57 am,18.9 lbs
Cat detected,5/11 1:56 am,-
Clean Cycle Complete,5/10 7:14 pm,-
Clean Cycle In Progress,5/10 7:11 pm,-
Weight recorded,5/10 7:04 pm,10.6 lbs
Cat detected,5/10 7:04 pm,-
Clean Cycle Complete,5/10 5:12 pm,-
Clean Cycle In Progress,5/10 5:10 pm,-
Weight recorded,5/10 5:03 pm,15.3 lbs
Cat detected,5/10 5:02 pm,-
Clean Cycle Complete,5/10 9:35 am,-
Clean Cycle In Progress,5/10 9:33 am,-
Weight recorded,5/10 9:26 am,10.7 lbs
Cat detected,5/10 9:25 am,-
Clean Cycle Complete,5/10 8:57 am,-
Clean Cycle In Progress,5/10 8:55 am,-
Clean Cycle Complete,5/10 4:53 am,-
Clean Cycle In Progress,5/10 4:51 am,-
Weight recorded,5/10 4:44 am,15.2 lbs
Cat detected,5/10 4:42 am,-
Clean Cycle Complete,5/10 4:37 am,-
Clean Cycle In Progress,5/10 4:35 am,-
Weight recorded,5/10 4:28 am,18.8 lbs
Cat detected,5/10 4:27 am,-
Clean Cycle Complete,5/10 4:06 am,-
Clean Cycle In Progress,5/10 4:04 am,-
Weight recorded,5/10 3:55 am,15.2 lbs
Cat detected,5/10 3:54 am,-
Clean Cycle Complete,5/9 7:16 pm,-
Clean Cycle In Progress,5/9 7:14 pm,-
Weight recorded,5/9 7:07 pm,10.5 lbs
Cat detected,5/9 7:06 pm,-
Clean Cycle Complete,5/9 4:38 am,-
Clean Cycle In Progress,5/9 4:36 am,-
Cat detected,5/9 4:28 am,-
Clean Cycle Complete,5/9 1:51 am,-
Cycle interrupted,5/9 1:50 am,-
Clean Cycle In Progress,5/9 1:49 am,-
Weight recorded,5/9 1:42 am,10.4 lbs
Cat detected,5/9 1:41 am,-
Clean Cycle Complete,5/9 1:21 am,-
Clean Cycle In Progress,5/9 1:18 am,-
Cat detected,5/9 1:10 am,-
Clean Cycle Complete,5/8 9:06 pm,-
Clean Cycle In Progress,5/8 9:04 pm,-
Weight recorded,5/8 8:57 pm,19.0 lbs
Cat detected,5/8 8:56 pm,-
Clean Cycle Complete,5/8 11:29 am,-
Clean Cycle In Progress,5/8 11:27 am,-
Weight recorded,5/8 11:15 am,10.6 lbs
Weight recorded,5/8 11:14 am,10.6 lbs
Cat detected,5/8 11:12 am,-
Clean Cycle Complete,5/8 2:31 am,-
Clean Cycle In Progress,5/8 2:29 am,-
Weight recorded,5/8 2:22 am,18.8 lbs
Cat detected,5/8 2:21 am,-
Clean Cycle Complete,5/8 2:15 am,-
Cycle interrupted,5/8 2:13 am,-
Clean Cycle In Progress,5/8 2:12 am,-
Weight recorded,5/8 2:05 am,10.4 lbs
Cat detected,5/8 2:05 am,-
Clean Cycle Complete,5/7 6:34 pm,-
Clean Cycle In Progress,5/7 6:32 pm,-
Weight recorded,5/7 6:25 pm,18.8 lbs
Cat detected,5/7 6:25 pm,-
Clean Cycle Complete,5/7 10:06 am,-
Clean Cycle In Progress,5/7 10:04 am,-
Weight recorded,5/7 9:57 am,15.1 lbs
Cat detected,5/7 9:56 am,-
Clean Cycle Complete,5/7 7:18 am,-
Clean Cycle In Progress,5/7 7:16 am,-
Weight recorded,5/7 7:09 am,15.2 lbs
Cat detected,5/7 7:08 am,-
Clean Cycle Complete,5/7 4:34 am,-
Clean Cycle In Progress,5/7 4:31 am,-
Weight recorded,5/7 4:24 am,10.6 lbs
Cat detected,5/7 4:23 am,-
Clean Cycle Complete,5/7 4:15 am,-
Clean Cycle In Progress,5/7 4:13 am,-
Weight recorded,5/7 4:06 am,15.2 lbs
Cat detected,5/7 4:05 am,-
Clean Cycle Complete,5/6 10:21 pm,-
Clean Cycle In Progress,5/6 10:18 pm,-
Weight recorded,5/6 10:11 pm,10.7 lbs
Cat detected,5/6 10:10 pm,-
Clean Cycle Complete,5/6 7:10 pm,-
Clean Cycle In Progress,5/6 7:07 pm,-
Weight recorded,5/6 7:00 pm,10.5 lbs
Cat detected,5/6 6:59 pm,-
Clean Cycle Complete,5/6 5:35 pm,-
Weight recorded,5/6 5:25 pm,15.4 lbs
Cat detected,5/6 5:24 pm,-
Clean Cycle Complete,5/6 6:00 am,-
Clean Cycle In Progress,5/6 5:57 am,-
Weight recorded,5/6 5:50 am,15.5 lbs
Cat detected,5/6 5:48 am,-
Clean Cycle Complete,5/6 5:07 am,-
Clean Cycle In Progress,5/6 5:04 am,-
Weight recorded,5/6 4:57 am,18.9 lbs
Cat detected,5/6 4:57 am,-
Clean Cycle Complete,5/5 6:48 pm,-
Clean Cycle In Progress,5/5 6:45 pm,-
Weight recorded,5/5 6:38 pm,10.6 lbs
Cat detected,5/5 6:37 pm,-
Clean Cycle Complete,5/5 2:57 pm,-
Cycle interrupted,5/5 2:55 pm,-
Clean Cycle In Progress,5/5 2:54 pm,-
Cat detected,5/5 2:44 pm,-
Clean Cycle Complete,5/5 2:44 pm,-
Cycle interrupted,5/5 2:43 pm,-
Clean Cycle Complete,5/5 7:19 am,-
Cycle interrupted,5/5 7:18 am,-
Clean Cycle In Progress,5/5 7:17 am,-
Weight recorded,5/5 7:09 am,18.9 lbs
Weight recorded,5/5 7:06 am,10.5 lbs
Weight recorded,5/5 7:01 am,18.8 lbs
Weight recorded,5/5 6:51 am,15.2 lbs
Cat detected,5/5 6:50 am,-
Clean Cycle Complete,5/5 4:10 am,-
Cycle interrupted,5/5 4:08 am,-
Weight recorded,5/5 4:00 am,18.7 lbs
Cat detected,5/5 3:59 am,-
Clean Cycle Complete,5/5 2:02 am,-
Clean Cycle In Progress,5/5 1:59 am,-
Weight recorded,5/5 1:52 am,18.9 lbs
Cat detected,5/5 1:52 am,-
Clean Cycle Complete,5/4 9:40 am,-
Cycle interrupted,5/4 9:38 am,-
Clean Cycle In Progress,5/4 9:37 am,-
Cat detected,5/4 9:30 am,-
Clean Cycle Complete,5/4 8:42 am,-
Clean Cycle In Progress,5/4 8:40 am,-
Weight recorded,5/4 8:33 am,10.5 lbs
Cat detected,5/4 8:32 am,-
Clean Cycle Complete,5/4 5:18 am,-
Clean Cycle In Progress,5/4 5:16 am,-
Weight recorded,5/4 5:09 am,15.2 lbs
Cat detected,5/4 5:08 am,-
Clean Cycle Complete,5/4 4:37 am,-
Clean Cycle In Progress,5/4 4:35 am,-
Weight recorded,5/4 4:24 am,15.3 lbs
Cat detected,5/4 4:23 am,-
Clean Cycle Complete,5/4 12:07 am,-
Clean Cycle In Progress,5/4 12:05 am,-
Weight recorded,5/3 11:58 pm,10.6 lbs
Cat detected,5/3 11:57 pm,-
Clean Cycle Complete,5/3 11:17 pm,-
Clean Cycle In Progress,5/3 11:15 pm,-
Weight recorded,5/3 11:08 pm,10.6 lbs
Cat detected,5/3 11:06 pm,-
Clean Cycle Complete,5/3 11:05 pm,-
Weight recorded,5/3 10:56 pm,19.0 lbs
Cat detected,5/3 10:55 pm,-
Clean Cycle Complete,5/3 5:39 pm,-
Clean Cycle In Progress,5/3 5:37 pm,-
Cat detected,5/3 5:32 pm,-
Clean Cycle Complete,5/3 4:44 am,-
Clean Cycle In Progress,5/3 4:42 am,-
Weight recorded,5/3 4:35 am,10.4 lbs
Weight recorded,5/3 4:29 am,15.2 lbs
Cat detected,5/3 4:28 am,-
Clean Cycle Complete,5/3 1:11 am,-
Clean Cycle In Progress,5/3 1:09 am,-
Cat detected,5/3 1:01 am,-
Clean Cycle Complete,5/2 11:57 pm,-
Cycle interrupted,5/2 11:56 pm,-
Clean Cycle In Progress,5/2 11:54 pm,-
Weight recorded,5/2 11:47 pm,10.6 lbs
Cat detected,5/2 11:46 pm,-
Clean Cycle Complete,5/2 7:17 pm,-
Clean Cycle In Progress,5/2 7:14 pm,-
Cat detected,5/2 7:10 pm,-
Clean Cycle Complete,5/1 11:57 pm,-
Clean Cycle In Progress,5/1 11:54 pm,-
Weight recorded,5/1 11:47 pm,15.4 lbs
Cat detected,5/1 11:46 pm,-
Clean Cycle Complete,5/1 7:29 pm,-
Clean Cycle In Progress,5/1 7:27 pm,-
Weight recorded,5/1 7:20 pm,15.2 lbs
