Activity,Timestamp,Value
Cat detected,11/15 2:27 pm,-
Clean Cycle Complete,11/15 1:31 pm,-
Clean Cycle In Progress,11/15 1:29 pm,-
Weight recorded,11/15 1:22 pm,10.4 lbs
Weight recorded,11/15 1:20 pm,15.1 lbs
Cat detected,11/15 1:18 pm,-
Clean Cycle Complete,11/15 5:48 am,-
Clean Cycle In Progress,11/15 5:46 am,-
Weight recorded,11/15 5:39 am,10.1 lbs
Cat detected,11/15 5:38 am,-
Clean Cycle Complete,11/14 11:08 pm,-
Clean Cycle In Progress,11/14 11:06 pm,-
Weight recorded,11/14 10:59 pm,15.0 lbs
Cat detected,11/14 10:58 pm,-
Clean Cycle Complete,11/14 3:19 pm,-
Clean Cycle In Progress,11/14 3:17 pm,-
Weight recorded,11/14 3:10 pm,15.0 lbs
Cat detected,11/14 3:09 pm,-
Clean Cycle Complete,11/14 11:46 am,-
Clean Cycle In Progress,11/14 11:44 am,-
Weight recorded,11/14 11:37 am,10.1 lbs
Cat detected,11/14 11:36 am,-
Clean Cycle Complete,11/14 8:29 am,-
Clean Cycle In Progress,11/14 8:27 am,-
Weight recorded,11/14 8:20 am,14.9 lbs
Cat detected,11/14 8:19 am,-
Clean Cycle Complete,11/13 3:03 pm,-
Clean Cycle In Progress,11/13 3:01 pm,-
Weight recorded,11/13 2:54 pm,14.9 lbs
Cat detected,11/13 2:53 pm,-
Clean Cycle Complete,11/13 10:48 am,-
Clean Cycle In Progress,11/13 10:46 am,-
Weight recorded,11/13 10:39 am,10.2 lbs
Cat detected,11/13 10:38 am,-
Clean Cycle Complete,11/13 8:44 am,-
Clean Cycle In Progress,11/13 8:42 am,-
Weight recorded,11/13 8:35 am,15.0 lbs
Cat detected,11/13 8:33 am,-
Clean Cycle Complete,11/13 2:53 am,-
Clean Cycle In Progress,11/13 2:50 am,-
Weight recorded,11/13 2:43 am,10.2 lbs
Cat detected,11/13 2:42 am,-
Clean Cycle Complete,11/13 1:04 am,-
Clean Cycle In Progress,11/13 1:02 am,-
Cat detected,11/13 1:02 am,-
Clean Cycle Complete,11/12 3:28 pm,-
Clean Cycle In Progress,11/12 3:26 pm,-
Weight recorded,11/12 3:19 pm,14.8 lbs
Cat detected,11/12 3:19 pm,-
Clean Cycle Complete,11/12 8:56 am,-
Clean Cycle In Progress,11/12 8:54 am,-
Weight recorded,11/12 8:47 am,15.0 lbs
Cat detected,11/12 8:45 am,-
Clean Cycle Complete,11/12 4:48 am,-
Clean Cycle In Progress,11/12 4:46 am,-
Weight recorded,11/12 4:39 am,10.1 lbs
Cat detected,11/12 4:37 am,-
Clean Cycle Complete,11/12 2:15 am,-
Clean Cycle In Progress,11/12 2:13 am,-
Weight recorded,11/12 2:06 am,14.9 lbs
Cat detected,11/12 2:05 am,-
Clean Cycle Complete,11/11 4:30 pm,-
Clean Cycle In Progress,11/11 4:28 pm,-
Weight recorded,11/11 4:21 pm,14.7 lbs
Cat detected,11/11 4:21 pm,-
Clean Cycle Complete,11/11 3:05 pm,-
Clean Cycle In Progress,11/11 3:03 pm,-
Weight recorded,11/11 2:56 pm,15.0 lbs
Cat detected,11/11 2:55 pm,-
Clean Cycle Complete,11/11 10:03 am,-
Clean Cycle In Progress,11/11 10:01 am,-
Weight recorded,11/11 9:54 am,14.7 lbs
Cat detected,11/11 9:53 am,-
Clean Cycle Complete,11/11 9:30 am,-
Clean Cycle In Progress,11/11 9:28 am,-
Weight recorded,11/11 9:21 am,10.0 lbs
Cat detected,11/11 9:21 am,-
Clean Cycle Complete,11/11 3:17 am,-
Clean Cycle In Progress,11/11 3:15 am,-
Weight recorded,11/11 3:08 am,14.7 lbs
Cat detected,11/11 3:07 am,-
Clean Cycle Complete,11/11 1:31 am,-
Clean Cycle In Progress,11/11 1:28 am,-
Weight recorded,11/11 1:21 am,10.2 lbs
Weight recorded,11/11 1:16 am,14.7 lbs
Cat detected,11/11 1:16 am,-
Clean Cycle Complete,11/10 8:57 pm,-
Clean Cycle In Progress,11/10 8:54 pm,-
Clean Cycle Complete,11/10 8:00 pm,-
Clean Cycle In Progress,11/10 7:58 pm,-
Weight recorded,11/10 4:26 pm,10.2 lbs
Clean Cycle Complete,11/10 3:19 pm,-
Clean Cycle In Progress,11/10 3:16 pm,-
Weight recorded,11/10 3:09 pm,14.8 lbs
Cat detected,11/10 3:09 pm,-
Cat detected,11/10 1:30 pm,-
Clean Cycle Complete,11/10 12:42 pm,-
Clean Cycle In Progress,11/10 12:40 pm,-
Weight recorded,11/10 4:44 am,10.1 lbs
Clean Cycle Complete,11/10 1:34 am,-
Clean Cycle In Progress,11/10 1:32 am,-
Clean Cycle Complete,11/10 12:20 am,-
Clean Cycle In Progress,11/10 12:17 am,-
Weight recorded,11/10 12:10 am,10.1 lbs
Cat detected,11/10 12:09 am,-
Clean Cycle Complete,11/9 9:31 am,-
Clean Cycle In Progress,11/9 9:28 am,-
Weight recorded,11/9 9:21 am,10.2 lbs
Cat detected,11/9 9:21 am,-
Clean Cycle Complete,11/9 8:40 am,-
Clean Cycle In Progress,11/9 8:38 am,-
Weight recorded,11/9 8:31 am,14.6 lbs
Cat detected,11/9 8:30 am,-
Clean Cycle Complete,11/9 4:04 am,-
Clean Cycle In Progress,11/9 4:02 am,-
Weight recorded,11/9 3:55 am,10.3 lbs
Cat detected,11/9 3:53 am,-
Clean Cycle Complete,11/8 2:17 pm,-
Clean Cycle In Progress,11/8 2:14 pm,-
Weight recorded,11/8 2:07 pm,14.5 lbs
Cat detected,11/8 2:07 pm,-
Clean Cycle Complete,11/8 11:46 am,-
Clean Cycle In Progress,11/8 11:44 am,-
Weight recorded,11/8 11:37 am,14.7 lbs
Cat detected,11/8 11:36 am,-
Clean Cycle Complete,11/8 8:52 am,-
Clean Cycle In Progress,11/8 8:50 am,-
Cat detected,11/8 8:42 am,-
Clean Cycle Complete,11/8 5:20 am,-
Clean Cycle In Progress,11/8 5:18 am,-
Weight recorded,11/8 5:11 am,10.1 lbs
Cat detected,11/8 5:10 am,-
Clean Cycle Complete,11/7 4:22 pm,-
Clean Cycle In Progress,11/7 4:19 pm,-
Weight recorded,11/7 4:12 pm,14.6 lbs
Cat detected,11/7 4:11 pm,-
Clean Cycle Complete,11/7 11:48 am,-
Clean Cycle In Progress,11/7 11:45 am,-
Weight recorded,11/7 11:38 am,10.2 lbs
Cat detected,11/7 11:37 am,-
Clean Cycle Complete,11/7 9:54 am,-
Clean Cycle In Progress,11/7 9:52 am,-
Weight recorded,11/7 9:45 am,10.4 lbs
Cat detected,11/7 9:44 am,-
Clean Cycle Complete,11/6 9:41 pm,-
Clean Cycle In Progress,11/6 9:39 pm,-
Weight recorded,11/6 9:32 pm,14.4 lbs
Cat detected,11/6 9:31 pm,-
Clean Cycle Complete,11/6 3:13 pm,-
Weight recorded,11/6 3:01 pm,14.5 lbs
Cat detected,11/6 3:00 pm,-
Clean Cycle Complete,11/6 2:59 pm,-
Cycle interrupted,11/6 2:59 pm,-
Cycle interrupted,11/6 2:57 pm,-
Cycle interrupted,11/6 2:56 pm,-
Clean Cycle In Progress,11/6 2:56 pm,-
