Activity,Timestamp,Value
Clean Cycle In Progress,1/31 8:26 am,-
Weight recorded,1/31 8:19 am,10.8 lbs
Cat detected,1/31 8:18 am,-
Clean Cycle Complete,1/31 4:19 am,-
Clean Cycle In Progress,1/31 4:17 am,-
Weight recorded,1/31 4:10 am,14.8 lbs
Cat detected,1/31 4:08 am,-
Clean Cycle Complete,1/30 12:32 pm,-
Clean Cycle In Progress,1/30 12:29 pm,-
Weight recorded,1/30 12:22 pm,10.8 lbs
Cat detected,1/30 12:21 pm,-
Clean Cycle Complete,1/30 8:51 am,-
Clean Cycle In Progress,1/30 8:49 am,-
Weight recorded,1/30 8:42 am,14.8 lbs
Cat detected,1/30 8:41 am,-
Clean Cycle Complete,1/30 5:57 am,-
Clean Cycle In Progress,1/30 5:55 am,-
Cat detected,1/30 5:48 am,-
Clean Cycle Complete,1/27 5:09 pm,-
Clean Cycle In Progress,1/27 5:07 pm,-
Weight recorded,1/27 5:00 pm,14.8 lbs
Clean Cycle Complete,1/27 10:53 am,-
Clean Cycle In Progress,1/27 10:51 am,-
Weight recorded,1/27 10:44 am,10.7 lbs
Cat detected,1/27 10:43 am,-
Clean Cycle Complete,1/27 5:51 am,-
Clean Cycle In Progress,1/27 5:49 am,-
Weight recorded,1/27 5:42 am,10.8 lbs
Cat detected,1/27 5:40 am,-
Clean Cycle Complete,1/27 4:17 am,-
Clean Cycle In Progress,1/27 4:15 am,-
Weight recorded,1/27 4:08 am,14.5 lbs
Cat detected,1/27 4:08 am,-
Clean Cycle Complete,1/26 6:04 pm,-
Clean Cycle In Progress,1/26 6:02 pm,-
Weight recorded,1/26 5:55 pm,14.6 lbs
Cat detected,1/26 5:54 pm,-
Clean Cycle Complete,1/26 9:21 am,-
Clean Cycle In Progress,1/26 9:18 am,-
Weight recorded,1/26 9:11 am,10.7 lbs
Cat detected,1/26 9:10 am,-
Clean Cycle Complete,1/26 3:52 am,-
Clean Cycle In Progress,1/26 3:50 am,-
Weight recorded,1/26 3:43 am,14.7 lbs
Cat detected,1/26 3:42 am,-
Clean Cycle Complete,1/25 5:59 pm,-
Clean Cycle In Progress,1/25 5:56 pm,-
Weight recorded,1/25 5:49 pm,14.8 lbs
Cat detected,1/25 5:49 pm,-
Clean Cycle Complete,1/25 4:58 pm,-
Clean Cycle In Progress,1/25 4:55 pm,-
Cat detected,1/25 4:48 pm,-
Clean Cycle Complete,1/25 4:36 pm,-
Clean Cycle In Progress,1/25 4:34 pm,-
Weight recorded,1/25 4:27 pm,10.8 lbs
Cat detected,1/25 4:26 pm,-
Clean Cycle Complete,1/24 6:30 pm,-
Clean Cycle In Progress,1/24 6:28 pm,-
Weight recorded,1/24 6:21 pm,10.7 lbs
Cat detected,1/24 6:20 pm,-
Clean Cycle Complete,1/24 3:58 pm,-
Clean Cycle In Progress,1/24 3:56 pm,-
Weight recorded,1/24 3:49 pm,10.6 lbs
Cat detected,1/24 3:48 pm,-
Clean Cycle Complete,1/24 1:53 pm,-
Clean Cycle In Progress,1/24 1:51 pm,-
Weight recorded,1/24 1:44 pm,14.9 lbs
Cat detected,1/24 1:43 pm,-
Clean Cycle Complete,1/24 5:06 am,-
Clean Cycle In Progress,1/24 5:04 am,-
Clean Cycle Complete,1/23 7:42 pm,-
Clean Cycle In Progress,1/23 7:40 pm,-
Weight recorded,1/23 7:33 pm,10.8 lbs
Cat detected,1/23 7:31 pm,-
Clean Cycle Complete,1/23 3:29 am,-
Clean Cycle In Progress,1/23 3:27 am,-
Weight recorded,1/23 3:20 am,14.9 lbs
Cat detected,1/23 3:18 am,-
Clean Cycle Complete,1/22 6:44 pm,-
Clean Cycle In Progress,1/22 6:42 pm,-
Weight recorded,1/22 6:35 pm,10.6 lbs
Cat detected,1/22 6:34 pm,-
Clean Cycle Complete,1/22 5:02 am,-
Clean Cycle In Progress,1/22 4:59 am,-
Weight recorded,1/22 4:52 am,10.6 lbs
Cat detected,1/22 4:51 am,-
Clean Cycle Complete,1/22 3:35 am,-
Clean Cycle In Progress,1/22 3:32 am,-
Weight recorded,1/22 3:25 am,18.9 lbs
Cat detected,1/22 3:24 am,-
Clean Cycle Complete,1/22 3:20 am,-
Clean Cycle In Progress,1/22 3:17 am,-
Cat detected,1/22 3:09 am,-
Clean Cycle Complete,1/21 9:57 pm,-
Clean Cycle In Progress,1/21 9:54 pm,-
Weight recorded,1/21 9:47 pm,10.5 lbs
Cat detected,1/21 9:47 pm,-
Clean Cycle Complete,1/21 7:54 am,-
Clean Cycle In Progress,1/21 7:52 am,-
Weight recorded,1/21 7:45 am,14.9 lbs
Cat detected,1/21 7:44 am,-
Clean Cycle Complete,1/21 7:12 am,-
Clean Cycle In Progress,1/21 7:10 am,-
Cat detected,1/21 7:03 am,-
Clean Cycle Complete,1/20 8:19 am,-
Clean Cycle In Progress,1/20 8:17 am,-
Weight recorded,1/20 8:10 am,15.0 lbs
Cat detected,1/20 8:09 am,-
Clean Cycle Complete,1/20 7:22 am,-
Clean Cycle In Progress,1/20 7:20 am,-
Weight recorded,1/20 7:13 am,10.6 lbs
Cat detected,1/20 7:13 am,-
Clean Cycle Complete,1/20 3:54 am,-
Clean Cycle In Progress,1/20 3:52 am,-
Weight recorded,1/20 3:45 am,10.8 lbs
Cat detected,1/20 3:43 am,-
Clean Cycle Complete,1/20 3:15 am,-
Cycle interrupted,1/20 3:13 am,-
Clean Cycle In Progress,1/20 3:12 am,-
Weight recorded,1/20 3:05 am,15.1 lbs
Cat detected,1/20 3:03 am,-
Clean Cycle Complete,1/19 9:27 pm,-
Clean Cycle In Progress,1/19 9:24 pm,-
Weight recorded,1/19 9:17 pm,10.7 lbs
Cat detected,1/19 9:16 pm,-
Clean Cycle Complete,1/19 6:36 pm,-
Clean Cycle In Progress,1/19 6:34 pm,-
Clean Cycle Complete,1/19 6:14 pm,-
Clean Cycle In Progress,1/19 6:12 pm,-
Weight recorded,1/19 6:05 pm,10.6 lbs
Cat detected,1/19 6:04 pm,-
Clean Cycle Complete,1/19 8:11 am,-
Clean Cycle In Progress,1/19 8:09 am,-
Weight recorded,1/19 8:01 am,10.7 lbs
Cat detected,1/19 8:00 am,-
Clean Cycle Complete,1/19 3:59 am,-
Weight recorded,1/19 3:50 am,14.9 lbs
Cat detected,1/19 3:47 am,-
Clean Cycle Complete,1/18 6:52 pm,-
Clean Cycle In Progress,1/18 6:50 pm,-
Weight recorded,1/18 6:43 pm,10.6 lbs
Cat detected,1/18 6:42 pm,-
Clean Cycle Complete,1/18 8:34 am,-
Clean Cycle In Progress,1/18 8:32 am,-
Weight recorded,1/18 8:25 am,14.9 lbs
Cat detected,1/18 8:24 am,-
Clean Cycle Complete,1/18 7:51 am,-
Clean Cycle In Progress,1/18 7:49 am,-
Weight recorded,1/18 7:41 am,10.8 lbs
Cat detected,1/18 7:40 am,-
Clean Cycle Complete,1/18 7:18 am,-
Clean Cycle In Progress,1/18 7:16 am,-
Weight recorded,1/18 7:09 am,10.8 lbs
Weight recorded,1/18 7:06 am,10.8 lbs
Cat detected,1/18 7:04 am,-
Clean Cycle Complete,1/18 3:33 am,-
Clean Cycle In Progress,1/18 3:31 am,-
Weight recorded,1/18 3:24 am,14.8 lbs
Cat detected,1/18 3:23 am,-
Clean Cycle Complete,1/17 10:08 pm,-
Clean Cycle In Progress,1/17 10:06 pm,-
Weight recorded,1/17 9:59 pm,10.7 lbs
Cat detected,1/17 9:58 pm,-
Clean Cycle Complete,1/17 6:12 pm,-
Clean Cycle In Progress,1/17 6:10 pm,-
Weight recorded,1/17 6:02 pm,10.7 lbs
Cat detected,1/17 6:02 pm,-
Clean Cycle Complete,1/17 3:47 pm,-
Clean Cycle In Progress,1/17 3:44 pm,-
Weight recorded,1/17 3:37 pm,10.7 lbs
Cat detected,1/17 3:36 pm,-
Clean Cycle Complete,1/17 10:26 am,-
Clean Cycle In Progress,1/17 10:24 am,-
Weight recorded,1/17 10:17 am,19.1 lbs
Cat detected,1/17 10:16 am,-
Clean Cycle Complete,1/17 8:30 am,-
Weight recorded,1/17 8:21 am,15.0 lbs
Cat detected,1/17 8:20 am,-
Clean Cycle Complete,1/17 7:11 am,-
Cycle interrupted,1/17 7:10 am,-
Clean Cycle In Progress,1/17 7:09 am,-
Weight recorded,1/17 7:02 am,10.7 lbs
Cat detected,1/17 7:00 am,-
Clean Cycle Complete,1/16 9:40 pm,-
Clean Cycle In Progress,1/16 9:38 pm,-
Weight recorded,1/16 9:31 pm,10.7 lbs
Cat detected,1/16 9:30 pm,-
Clean Cycle Complete,1/16 5:32 pm,-
Clean Cycle In Progress,1/16 5:30 pm,-
Weight recorded,1/16 5:23 pm,14.9 lbs
Cat detected,1/16 5:22 pm,-
Clean Cycle Complete,1/16 5:05 pm,-
Clean Cycle In Progress,1/16 5:03 pm,-
Cat detected,1/16 4:55 pm,-
Clean Cycle Complete,1/16 8:35 am,-
Clean Cycle In Progress,1/16 8:32 am,-
Weight recorded,1/16 8:25 am,15.0 lbs
Cat detected,1/16 8:24 am,-
Clean Cycle Complete,1/16 8:23 am,-
Clean Cycle In Progress,1/16 8:21 am,-
Weight recorded,1/16 8:14 am,10.7 lbs
Cat detected,1/16 8:12 am,-
Clean Cycle Complete,1/16 4:51 am,-
Clean Cycle In Progress,1/16 4:49 am,-
Weight recorded,1/16 4:42 am,10.7 lbs
Cat detected,1/16 4:41 am,-
Clean Cycle Complete,1/15 11:05 pm,-
Clean Cycle In Progress,1/15 11:03 pm,-
Weight recorded,1/15 10:56 pm,10.6 lbs
Cat detected,1/15 10:54 pm,-
Clean Cycle Complete,1/15 5:38 pm,-
Clean Cycle In Progress,1/15 5:35 pm,-
Weight recorded,1/15 5:28 pm,14.9 lbs
Cat detected,1/15 5:27 pm,-
Clean Cycle Complete,1/15 4:25 pm,-
Clean Cycle In Progress,1/15 4:23 pm,-
Clean Cycle Complete,1/15 4:23 pm,-
Cycle interrupted,1/15 2:51 pm,-
Cycle interrupted,1/15 2:50 pm,-
Clean Cycle Complete,1/15 8:40 am,-
Clean Cycle In Progress,1/15 8:38 am,-
Weight recorded,1/15 8:31 am,10.6 lbs
Cat detected,1/15 8:29 am,-
Clean Cycle Complete,1/15 4:25 am,-
Clean Cycle In Progress,1/15 4:22 am,-
Weight recorded,1/15 4:15 am,14.8 lbs
Cat detected,1/15 4:14 am,-
Clean Cycle Complete,1/14 6:17 pm,-
Clean Cycle In Progress,1/14 6:15 pm,-
Cat detected,1/12 1:55 pm,-
Clean Cycle Complete,1/12 7:56 am,-
Cycle interrupted,1/12 7:56 am,-
Clean Cycle In Progress,1/12 7:54 am,-
Cat detected,1/12 7:54 am,-
Clean Cycle Complete,1/12 3:40 am,-
Cycle interrupted,1/12 3:38 am,-
Clean Cycle In Progress,1/12 3:38 am,-
Weight recorded,1/12 3:31 am,14.9 lbs
Cat detected,1/12 3:29 am,-
Clean Cycle Complete,1/11 9:25 pm,-
Cycle interrupted,1/11 9:24 pm,-
Clean Cycle In Progress,1/11 9:23 pm,-
Weight recorded,1/11 9:16 pm,10.5 lbs
Cat detected,1/11 9:15 pm,-
